timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,quat_w,quat_x,quat_y,quat_z,roll,pitch,yaw,att_sp_roll,att_sp_pitch,att_sp_yaw,rate_sp_roll,rate_sp_pitch,rate_sp_yaw,att_cmd_roll,att_cmd_pitch,att_cmd_yaw,rate_cmd_roll,rate_cmd_pitch,rate_cmd_yaw,altitude,climb_rate,flight_state,flight_mode
209407,-0.110,-0.095,1.802,-5.139,18.118,-20.691,0.6573,0.0389,0.1402,-0.7395,-9.261,13.995,82.129,-25.161,34.619,1.408,0.004,-0.031,0.012,-81.425,60.000,1.408,-0.116,0.578,-0.149,7.87,-3.21,2,0
209619,-0.080,-0.102,1.872,-25.530,57.689,-26.806,0.6131,0.0950,0.1703,-0.7655,-8.879,20.750,75.757,-27.537,34.619,2.111,0.004,-0.031,0.012,-90.000,48.569,2.111,-0.694,-0.610,0.762,7.24,-2.51,2,0
209638,-0.080,-0.100,1.911,-37.623,43.608,-24.613,0.6068,0.0971,0.1834,-0.7673,-10.155,21.812,74.711,-24.282,34.619,2.111,0.004,-0.031,0.012,-70.619,44.878,2.111,-0.270,-0.174,0.659,7.16,-2.36,2,0
209658,-0.084,-0.099,1.917,-44.154,32.386,-22.192,0.6033,0.0960,0.1918,-0.7681,-11.142,22.272,74.100,-23.578,34.619,2.111,0.004,-0.031,0.012,-61.680,43.044,2.111,-0.038,0.041,0.461,7.10,-3.02,2,0
209683,-0.074,-0.096,1.886,-46.307,19.264,-19.655,0.6004,0.0927,0.2003,-0.7686,-12.388,22.527,73.494,-24.633,34.619,2.287,0.004,-0.031,0.012,-59.604,42.214,2.111,0.186,0.247,0.156,7.04,-2.88,2,0
209710,-0.058,-0.102,1.799,-42.413,6.714,-15.177,0.5977,0.0858,0.2091,-0.7692,-13.715,22.453,72.967,-25.689,34.619,2.639,0.004,-0.031,0.012,-59.954,42.178,2.639,0.177,0.433,-0.111,6.96,-2.74,2,0
209732,-0.056,-0.108,1.715,-35.821,5.028,-14.011,0.5963,0.0811,0.2136,-0.7695,-14.518,22.308,72.672,-26.217,34.619,2.639,0.004,-0.031,0.012,-58.645,42.660,2.639,-0.038,0.536,-0.246,6.92,-2.57,2,0
209752,-0.040,-0.116,1.607,-26.609,8.309,-14.310,0.5948,0.0774,0.2170,-0.7701,-15.151,22.173,72.381,-26.217,34.619,2.639,0.004,-0.031,0.012,-55.306,43.190,2.639,-0.214,0.621,-0.184,6.87,-2.20,2,0
209773,-0.031,-0.124,1.503,-15.048,17.874,-14.474,0.5927,0.0756,0.2200,-0.7711,-15.642,22.172,72.014,-26.833,30.968,2.639,0.004,-0.031,0.012,-53.510,36.054,2.639,-0.371,0.377,-0.024,6.83,-2.09,2,0
209800,-0.021,-0.133,1.397,-3.474,31.303,-15.418,0.5895,0.0769,0.2229,-0.7726,-15.936,22.436,71.513,-25.161,29.604,2.639,0.004,-0.031,0.012,-48.407,25.078,2.639,-0.506,0.080,0.176,6.79,-1.73,2,0
209813,-0.017,-0.134,1.387,-1.072,33.097,-16.339,0.5889,0.0774,0.2234,-0.7729,-15.963,22.507,71.414,-25.161,29.604,2.639,0.004,-0.031,0.012,-48.407,25.078,2.639,-0.526,0.038,0.208,6.78,-1.73,2,0
209842,-0.010,-0.136,1.363,2.731,38.504,-17.107,0.5868,0.0796,0.2247,-0.7739,-16.016,22.760,71.098,-22.522,27.977,2.639,0.004,-0.031,0.012,-46.061,24.447,2.639,-0.580,-0.081,0.299,6.76,-1.65,2,0
209870,-0.006,-0.141,1.375,-8.968,53.789,-22.519,0.5758,0.0915,0.2346,-0.7778,-16.553,24.360,69.427,-15.220,20.806,2.639,0.004,-0.031,0.012,0.633,-1.122,2.639,-0.033,-0.445,0.577,6.69,-1.37,2,0
209879,-0.014,-0.144,1.407,-14.712,54.029,-23.353,0.5718,0.0948,0.2394,-0.7789,-16.954,24.931,68.794,-15.220,20.367,2.639,0.004,-0.031,0.012,8.382,-15.433,2.639,0.122,-0.528,0.640,6.67,-1.30,2,0
209902,-0.022,-0.141,1.459,-19.561,48.026,-25.111,0.5658,0.0988,0.2472,-0.7803,-17.705,25.720,67.821,-16.276,18.475,2.639,0.004,-0.031,0.012,8.661,-22.978,2.639,0.311,-0.630,0.717,6.63,-1.35,2,0
209920,-0.026,-0.140,1.475,-20.070,44.953,-24.810,0.5639,0.0998,0.2497,-0.7808,-17.968,25.938,67.502,-16.276,18.475,2.639,0.004,-0.031,0.012,7.740,-25.490,2.639,0.364,-0.658,0.739,6.61,-1.35,2,0
210202,0.040,-0.127,0.879,-1.948,33.199,-36.398,0.5032,0.0982,0.1872,-0.8379,-13.273,20.671,59.546,-12.449,17.507,2.639,0.004,-0.031,0.012,4.359,-13.041,2.639,0.311,-0.362,0.970,6.41,-0.84,2,0
210242,0.028,-0.115,1.016,-3.415,39.040,-33.224,0.4900,0.1038,0.1947,-0.8433,-14.099,21.463,57.638,-5.674,17.199,2.111,0.004,-0.031,0.012,41.272,-14.122,2.111,0.550,-0.582,0.902,6.39,-0.42,2,0
210258,0.018,-0.109,1.099,3.572,32.780,-31.268,0.4842,0.1068,0.1971,-0.8458,-14.348,21.805,56.801,-5.674,17.199,2.111,0.004,-0.031,0.012,45.598,-15.949,2.111,0.632,-0.659,0.734,6.38,-0.40,2,0
210271,0.017,-0.108,1.150,11.939,26.812,-30.296,0.4808,0.1084,0.1974,-0.8474,-14.376,21.938,56.339,-5.674,17.199,2.111,0.004,-0.031,0.012,45.815,-16.310,2.111,0.631,-0.497,0.659,6.38,-0.40,2,0
210292,0.005,-0.105,1.258,26.695,13.212,-27.417,0.4751,0.1111,0.1949,-0.8509,-14.117,21.980,55.597,-6.334,17.199,2.111,0.004,-0.031,0.012,44.683,-16.710,2.111,0.306,-0.199,0.462,6.37,-0.38,2,0
210330,0.011,-0.103,1.356,52.293,-14.638,-26.084,0.4668,0.1130,0.1822,-0.8580,-12.853,21.353,54.667,-9.062,18.783,2.111,0.004,-0.031,0.012,20.877,-9.375,2.111,-0.092,0.167,0.341,6.32,-1.44,2,0
210343,0.015,-0.103,1.352,56.730,-20.894,-26.189,0.4638,0.1128,0.1748,-0.8612,-12.140,20.886,54.366,-9.765,19.487,2.111,0.004,-0.031,0.012,18.341,-8.307,2.111,-0.212,0.277,0.407,6.30,-1.37,2,0
210366,0.022,-0.104,1.294,60.945,-26.655,-27.923,0.4590,0.1117,0.1621,-0.8663,-10.945,20.024,53.894,-9.238,18.827,2.111,0.004,-0.031,0.012,8.996,-4.179,2.111,-0.381,0.432,0.533,6.27,-1.28,2,0
210382,0.026,-0.104,1.265,61.735,-27.082,-28.231,0.4558,0.1108,0.1536,-0.8697,-10.152,19.433,53.570,-9.238,18.783,2.111,0.004,-0.031,0.012,5.404,-2.556,2.111,-0.452,0.497,0.587,6.26,-1.04,2,0
210399,0.033,-0.100,1.153,57.511,-21.738,-29.431,0.4504,0.1094,0.1407,-0.8748,-8.953,18.555,53.021,-9.282,18.123,2.111,0.004,-0.031,0.012,-0.080,-1.987,2.111,-0.552,0.582,0.662,6.24,-0.99,2,0
210413,0.035,-0.099,1.130,55.137,-19.656,-30.154,0.4484,0.1091,0.1364,-0.8766,-8.562,18.274,52.804,-9.282,18.123,2.111,0.004,-0.031,0.012,-2.800,-1.006,2.111,-0.595,0.451,0.695,6.23,-0.99,2,0
210450,0.042,-0.095,1.001,34.986,-1.001,-32.058,0.4392,0.1083,0.1226,-0.8833,-7.314,17.403,51.755,-9.370,18.783,2.111,0.004,-0.031,0.012,-10.047,2.454,2.111,-0.698,0.029,0.783,6.21,-0.68,2,0
210959,-0.019,-0.069,1.298,-12.639,-9.759,-11.817,0.3453,0.1156,0.1372,-0.9212,-10.478,17.919,39.435,-12.317,15.308,2.111,0.004,-0.031,0.012,-10.225,-9.541,2.111,0.356,0.128,-0.257,5.58,-0.98,2,0
211233,-0.007,-0.091,1.140,-39.436,8.220,-28.956,0.3013,0.0997,0.1163,-0.9411,-9.457,14.937,34.261,-17.595,14.692,2.111,0.004,-0.031,0.012,-42.727,-0.688,2.111,0.193,-0.081,0.881,5.39,-1.60,2,0
211257,-0.006,-0.085,1.184,-44.137,-9.519,-25.964,0.2960,0.0934,0.1249,-0.9424,-10.723,14.475,33.515,-14.164,11.305,2.111,0.004,-0.031,0.012,-19.705,-9.396,2.111,0.354,0.135,0.775,5.36,-1.52,2,0
211286,-0.003,-0.081,1.161,-39.171,-19.681,-21.698,0.2918,0.0833,0.1328,-0.9435,-11.993,13.578,32.934,-13.504,8.974,2.111,0.004,-0.031,0.012,-9.113,-16.535,2.111,0.523,0.266,0.380,5.32,-1.34,2,0
211310,0.001,-0.080,1.101,-27.864,-20.190,-19.138,0.2889,0.0752,0.1368,-0.9445,-12.738,12.771,32.583,-17.331,9.589,2.111,0.004,-0.031,0.012,-24.911,-10.872,2.111,0.249,0.458,0.052,5.28,-1.28,2,0
211338,0.006,-0.086,1.008,-4.712,-9.220,-15.568,0.2855,0.0678,0.1378,-0.9460,-13.115,11.942,32.209,-19.311,10.733,2.111,0.004,-0.031,0.012,-33.936,-4.072,2.111,-0.077,0.325,-0.223,5.28,-0.03,2,0
211359,0.008,-0.090,0.963,11.382,0.719,-14.985,0.2830,0.0657,0.1357,-0.9472,-12.967,11.614,31.949,-19.839,10.777,2.111,0.004,-0.031,0.012,-38.023,-2.778,2.111,-0.231,0.105,-0.263,5.27,-0.03,2,0
211389,0.009,-0.094,0.940,29.297,19.109,-13.564,0.2788,0.0675,0.1292,-0.9492,-12.234,11.549,31.497,-20.411,10.953,2.111,0.004,-0.031,0.012,-40.834,-2.261,2.111,-0.409,-0.151,-0.257,5.26,-0.15,2,0
211418,0.005,-0.096,0.976,44.242,32.924,-13.914,0.2728,0.0759,0.1185,-0.9517,-10.851,12.074,30.834,-20.543,10.865,2.111,0.004,-0.031,0.012,-52.585,-4.081,2.111,-0.589,-0.410,0.007,5.22,-1.15,2,0
211429,0.006,-0.097,0.985,44.842,33.025,-14.327,0.2720,0.0771,0.1171,-0.9520,-10.672,12.152,30.755,-20.543,10.733,2.111,0.004,-0.031,0.012,-52.585,-4.081,2.111,-0.605,-0.433,0.046,5.22,-1.15,2,0
211450,-0.002,-0.096,1.032,34.978,30.684,-17.029,0.2671,0.0842,0.1089,-0.9538,-9.603,12.636,30.225,-20.630,10.733,2.111,0.004,-0.031,0.012,-59.565,-6.386,2.111,-0.696,-0.564,0.266,5.19,-1.09,2,0
211477,-0.007,-0.091,1.097,4.373,19.523,-21.500,0.2615,0.0886,0.1050,-0.9554,-9.110,12.954,29.574,-20.543,10.513,2.111,0.004,-0.031,0.012,-62.511,-8.187,2.111,-0.566,-0.343,0.447,5.14,-1.92,2,0
211962,-0.059,-0.103,1.722,-34.789,60.739,-25.954,0.1642,0.1286,0.1760,-0.9620,-18.130,17.776,16.508,-17.947,31.012,2.111,0.004,-0.031,0.012,-0.785,45.402,2.111,0.684,-0.688,0.575,4.33,-3.00,2,0
212002,-0.082,-0.096,1.847,-13.624,35.148,-19.067,0.1529,0.1422,0.1876,-0.9598,-19.596,19.286,14.742,-10.557,29.604,2.111,0.004,-0.031,0.012,45.473,40.665,2.111,0.805,-0.097,0.054,4.20,-2.50,2,0
212198,-0.080,-0.097,1.856,-3.379,23.936,-18.387,0.1502,0.1442,0.1884,-0.9598,-19.730,19.475,14.374,-11.041,26.217,2.111,0.004,-0.031,0.012,46.403,35.442,2.111,0.831,0.048,-0.063,4.17,-2.50,2,0
212227,0.027,-0.102,1.220,60.791,41.888,-37.874,0.0905,0.1460,0.0951,-0.9805,-9.672,17.671,9.038,-10.821,21.862,2.111,0.004,-0.031,0.012,-4.330,23.543,2.111,-0.740,-0.145,0.835,3.92,-1.71,2,0
212250,0.016,-0.080,1.337,37.144,57.642,-38.601,0.0739,0.1596,0.0815,-0.9810,-8.287,18.981,7.230,-8.666,13.416,2.111,0.004,-0.031,0.012,-9.925,-14.737,2.111,-0.668,-0.417,0.888,3.87,-1.27,2,0
212271,0.004,-0.071,1.419,23.670,58.051,-38.420,0.0656,0.1677,0.0777,-0.9806,-7.962,19.818,6.264,-7.654,13.680,2.111,0.004,-0.031,0.012,2.014,-20.702,2.111,-0.384,-0.524,0.908,3.85,-1.20,2,0
212298,-0.013,-0.057,1.516,5.677,52.174,-36.395,0.0573,0.1758,0.0763,-0.9798,-7.946,20.687,5.243,-8.182,14.252,2.111,0.004,-0.031,0.012,-1.157,-22.713,2.111,-0.043,-0.641,0.903,3.81,-1.24,2,0
212330,-0.031,-0.041,1.642,-24.592,33.218,-30.857,0.0472,0.1845,0.0812,-0.9783,-8.753,21.630,3.845,-8.314,16.100,2.287,0.004,-0.031,0.012,1.954,-19.177,2.287,0.245,-0.257,0.549,3.73,-2.53,2,0
212358,-0.034,-0.034,1.677,-35.259,8.446,-24.723,0.0408,0.1863,0.0905,-0.9775,-10.026,21.814,2.846,-10.469,17.551,2.639,0.004,-0.031,0.012,-1.112,-15.102,2.639,0.431,0.053,0.168,3.67,-2.15,2,0
212373,-0.035,-0.031,1.664,-35.134,-1.356,-21.500,0.0389,0.1850,0.0947,-0.9774,-10.581,21.658,2.526,-10.557,17.551,2.639,0.004,-0.031,0.012,-1.059,-14.700,2.639,0.506,0.178,0.014,3.66,-2.15,2,0
212389,-0.029,-0.035,1.624,-32.614,-10.601,-18.774,0.0372,0.1824,0.0992,-0.9775,-11.163,21.341,2.244,-11.041,17.551,2.639,0.004,-0.031,0.012,0.151,-13.551,2.639,0.580,0.301,-0.137,3.65,-0.84,2,0
212407,-0.020,-0.037,1.550,-23.262,-15.888,-15.925,0.0356,0.1783,0.1031,-0.9779,-11.671,20.863,2.010,-11.129,17.683,2.639,0.004,-0.031,0.012,2.617,-11.296,2.639,0.427,0.417,-0.281,3.63,-0.80,2,0
212442,-0.007,-0.048,1.390,3.464,-12.548,-10.836,0.0329,0.1710,0.1049,-0.9791,-11.929,19.986,1.741,-11.613,18.255,2.639,0.004,-0.031,0.012,1.727,-6.205,2.639,0.033,0.578,-0.479,3.63,0.21,2,0
212469,0.010,-0.059,1.242,28.116,3.578,-8.756,0.0298,0.1673,0.0995,-0.9804,-11.326,19.513,1.525,-13.460,19.487,2.639,0.004,-0.031,0.012,-10.157,-0.213,2.639,-0.237,0.283,-0.610,3.64,0.20,2,0
212492,0.017,-0.066,1.166,34.805,18.646,-9.212,0.0268,0.1677,0.0930,-0.9811,-10.600,19.518,1.305,-13.856,20.103,2.639,0.004,-0.031,0.012,-16.058,0.000,2.639,-0.389,0.028,-0.518,3.64,0.16,2,0
212510,0.023,-0.069,1.134,32.217,29.469,-11.245,0.0240,0.1700,0.0876,-0.9812,-10.021,19.744,1.052,-14.340,20.806,2.639,0.004,-0.031,0.012,-22.000,3.936,2.639,-0.480,-0.126,-0.302,3.64,-0.05,2,0
212798,0.002,-0.058,1.241,0.812,40.269,-14.953,-0.0265,0.1938,0.1315,-0.9718,-16.631,21.697,353.673,-17.595,17.199,2.111,0.004,-0.031,0.012,-2.101,-15.059,2.111,0.098,-0.065,-0.015,3.49,-0.44,2,0
212823,-0.007,-0.064,1.297,29.452,55.759,-10.043,-0.0334,0.2055,0.1252,-0.9700,-16.187,22.974,352.751,-19.355,15.220,2.111,0.004,-0.031,0.012,-12.540,-26.064,2.111,-0.237,-0.350,-0.315,3.48,-0.14,2,0
212851,-0.014,-0.068,1.350,33.921,53.642,-8.560,-0.0389,0.2159,0.1165,-0.9687,-15.406,24.152,352.087,-19.839,15.308,2.287,0.004,-0.031,0.012,-22.418,-30.006,2.111,-0.425,-0.510,-0.462,3.48,-0.13,2,0
212869,-0.022,-0.072,1.377,39.068,47.276,-8.869,-0.0424,0.2217,0.1103,-0.9679,-14.835,24.826,351.695,-20.411,15.308,2.111,0.004,-0.031,0.012,-28.578,-32.717,2.111,-0.511,-0.583,-0.373,3.48,-0.13,2,0
212887,-0.029,-0.073,1.406,44.385,39.337,-9.384,-0.0457,0.2258,0.1041,-0.9675,-14.223,25.309,351.385,-20.411,15.220,2.287,0.004,-0.031,0.012,-32.462,-35.184,2.287,-0.600,-0.503,-0.229,3.49,0.01,2,0
212910,-0.046,-0.074,1.488,32.186,24.289,-13.813,-0.0509,0.2300,0.0953,-0.9672,-13.339,25.803,350.902,-20.543,14.604,2.287,0.004,-0.031,0.012,-36.927,-38.777,2.287,-0.686,-0.180,0.035,3.52,1.17,2,0
212937,-0.054,-0.070,1.535,26.317,13.922,-15.668,-0.0534,0.2306,0.0923,-0.9672,-13.043,25.863,350.677,-20.543,14.516,2.639,0.004,-0.031,0.012,-38.636,-39.200,2.287,-0.722,-0.045,0.146,3.53,1.11,2,0
212948,-0.062,-0.070,1.629,6.502,-3.905,-20.840,-0.0584,0.2287,0.0889,-0.9677,-12.733,25.608,350.191,-20.411,13.812,7.038,0.004,-0.031,0.012,-40.371,-41.353,7.038,-0.559,0.196,0.343,3.54,0.97,2,0
212973,-0.063,-0.063,1.676,-13.950,-14.335,-24.283,-0.0624,0.2247,0.0902,-0.9682,-12.936,25.074,349.742,-21.466,13.768,14.076,0.004,-0.031,0.012,-45.511,-39.974,14.076,-0.249,0.357,0.474,3.55,0.11,2,0
212990,-0.058,-0.060,1.681,-25.867,-16.464,-25.668,-0.0643,0.2220,0.0927,-0.9685,-13.244,24.711,349.493,-21.994,13.768,14.780,0.004,-0.031,0.012,-45.874,-37.905,14.780,-0.062,0.453,0.552,3.55,0.10,2,0
213019,-0.049,-0.059,1.563,-60.966,-11.222,-27.441,-0.0689,0.2145,0.1074,-0.9684,-15.027,23.614,348.696,-22.170,14.472,12.669,0.004,-0.031,0.012,-38.883,-32.552,12.669,0.231,0.527,0.676,3.60,1.83,2,0
213559,0.014,-0.080,0.885,37.906,-26.856,-31.338,-0.1901,0.1847,0.0818,-0.9608,-13.905,18.889,335.290,26.173,-1.408,1.760,0.004,-0.031,0.012,90.000,-60.000,1.760,0.776,0.211,0.947,4.46,0.90,2,0
213798,0.005,-0.021,0.984,37.685,-5.292,-22.751,-0.2626,0.1220,-0.0197,-0.9569,-1.556,14.119,329.116,22.126,-1.408,2.111,0.004,-0.031,0.012,90.000,-53.638,2.111,0.731,-0.283,0.771,4.73,0.25,2,0
213818,0.005,-0.017,1.005,44.152,-15.770,-20.510,-0.2658,0.1181,-0.0235,-0.9565,-1.051,13.798,328.811,21.422,-1.408,2.111,0.004,-0.031,0.012,90.000,-53.023,2.111,0.716,-0.114,0.588,4.73,0.25,2,0
213840,0.007,-0.012,1.006,53.853,-27.091,-17.624,-0.2693,0.1119,-0.0286,-0.9561,-0.330,13.255,328.502,20.015,-1.408,2.111,0.004,-0.031,0.012,90.000,-51.116,2.111,0.481,0.052,0.355,4.74,0.24,2,0
213871,0.026,-0.013,0.908,59.490,-42.952,-13.651,-0.2774,0.0894,-0.0435,-0.9556,1.955,11.244,327.817,19.883,-1.232,1.760,0.004,-0.031,0.012,90.000,-44.227,1.760,0.139,0.380,-0.108,4.72,-0.36,2,0
213891,0.029,-0.014,0.826,58.718,-43.493,-11.274,-0.2807,0.0777,-0.0499,-0.9553,3.018,10.165,327.516,18.783,0.572,1.760,0.004,-0.031,0.012,90.000,-36.349,1.760,0.296,0.493,-0.256,4.72,-0.34,2,0
213923,0.034,-0.021,0.739,66.441,-35.608,-9.527,-0.2840,0.0654,-0.0577,-0.9549,4.246,9.073,327.212,15.924,2.551,2.111,0.004,-0.031,0.012,76.651,-28.381,2.111,0.138,0.594,-0.384,4.73,0.52,2,0
213941,0.031,-0.025,0.701,64.316,-26.048,-9.403,-0.2864,0.0568,-0.0650,-0.9542,5.313,8.369,326.980,15.088,2.639,1.760,0.004,-0.031,0.012,58.721,-20.994,2.111,-0.051,0.530,-0.382,4.74,0.52,2,0
213971,0.023,-0.012,0.686,47.804,-5.077,-11.180,-0.2900,0.0472,-0.0752,-0.9529,6.719,7.677,326.600,12.713,3.343,2.111,0.004,-0.031,0.012,32.502,-14.974,2.111,-0.354,0.042,-0.037,4.74,0.39,2,0
213998,0.018,-0.017,0.726,28.038,17.055,-13.882,-0.2935,0.0448,-0.0823,-0.9514,7.550,7.679,326.219,12.229,3.387,2.111,0.004,-0.031,0.012,26.675,-14.777,2.111,-0.216,-0.166,0.170,4.74,-0.25,2,0
214010,0.010,-0.018,0.769,20.209,24.910,-14.886,-0.2953,0.0462,-0.0848,-0.9505,7.774,7.928,326.017,12.273,2.639,2.111,0.004,-0.031,0.012,25.146,-18.318,2.111,-0.034,-0.290,0.294,4.74,-0.16,2,0
214036,0.000,-0.015,0.840,6.596,31.139,-16.373,-0.2979,0.0500,-0.0868,-0.9493,7.843,8.436,325.729,11.701,2.551,2.111,0.004,-0.031,0.012,21.397,-20.183,2.111,0.155,-0.420,0.423,4.73,-0.16,2,0
214068,-0.008,-0.016,0.923,-12.460,30.326,-18.156,-0.3008,0.0558,-0.0857,-0.9482,7.498,9.051,325.387,9.545,3.035,2.111,0.004,-0.031,0.012,16.326,-21.985,2.111,0.350,-0.554,0.556,4.72,-0.20,2,0
214361,0.008,-0.001,0.806,-21.678,28.003,0.182,-0.3235,0.0174,-0.0824,-0.9425,8.317,4.944,322.475,1.935,1.012,2.111,0.004,-0.031,0.012,-33.335,-13.259,2.111,-0.155,-0.513,-0.347,4.70,0.10,2,0
214387,0.000,-0.006,0.909,-28.454,22.583,0.522,-0.3229,0.0232,-0.0773,-0.9430,7.548,5.376,322.546,0.704,0.440,2.111,0.004,-0.031,0.012,-38.949,-16.693,2.111,0.023,-0.618,-0.388,4.68,-1.02,2,0
214406,-0.009,-0.010,1.002,-30.896,7.325,0.574,-0.3224,0.0278,-0.0695,-0.9436,6.530,5.586,322.587,0.572,0.308,2.111,0.004,-0.031,0.012,-33.691,-18.402,2.111,0.211,-0.360,-0.347,4.66,-0.97,2,0
214433,-0.008,-0.014,1.053,-31.221,-11.071,-0.161,-0.3223,0.0287,-0.0609,-0.9442,5.558,5.361,322.565,0.528,0.176,2.111,0.004,-0.031,0.012,-29.418,-17.970,2.111,0.381,-0.067,-0.219,4.63,-0.92,2,0
214452,-0.005,-0.013,1.056,-34.364,-23.676,-1.655,-0.3226,0.0266,-0.0518,-0.9448,4.649,4.797,322.492,0.352,0.176,2.111,0.004,-0.031,0.012,-24.892,-16.947,2.111,0.504,0.146,-0.018,4.62,-0.86,2,0
214490,-0.008,-0.020,1.038,-30.042,-32.376,-4.704,-0.3238,0.0198,-0.0339,-0.9453,2.942,3.410,322.269,0.308,-0.528,2.111,0.004,-0.031,0.012,-16.070,-14.561,2.111,0.652,0.418,0.306,4.60,-0.73,2,0
214507,-0.012,-0.025,1.049,-22.159,-31.710,-5.914,-0.3244,0.0173,-0.0291,-0.9453,2.516,2.954,322.179,0.308,-0.528,2.111,0.004,-0.031,0.012,-13.460,-12.940,2.111,0.515,0.484,0.385,4.59,-0.25,2,0
214538,-0.013,-0.033,1.020,3.927,-23.702,-7.000,-0.3262,0.0106,-0.0212,-0.9450,1.896,1.944,321.939,0.176,-1.100,2.639,0.004,-0.031,0.012,-10.076,-11.444,2.287,0.119,0.447,0.546,4.59,-0.23,2,0
214561,-0.006,-0.029,0.975,19.365,-13.337,-7.671,-0.3276,0.0070,-0.0204,-0.9446,1.950,1.519,321.773,0.176,-1.232,2.639,0.004,-0.031,0.012,-9.589,-10.107,2.639,-0.086,0.182,0.629,4.58,-0.23,2,0
214589,-0.007,-0.018,0.938,13.261,10.710,-8.280,-0.3299,0.0051,-0.0217,-0.9437,2.156,1.367,321.485,0.176,-1.408,2.639,0.004,-0.031,0.012,-11.037,-9.630,2.639,-0.351,-0.161,0.710,4.57,-0.44,2,0
215109,-0.065,0.029,1.222,-17.652,-0.189,-22.622,-0.3479,0.0331,-0.0118,-0.9369,-0.054,4.025,319.249,0.000,1.935,2.111,0.004,-0.031,0.012,0.075,-10.623,2.111,0.730,0.492,0.477,4.03,-1.14,2,0
215378,-0.089,0.068,1.458,-32.257,-33.207,0.784,-0.3511,0.0442,-0.0340,-0.9347,1.871,6.112,318.922,-0.176,4.443,2.111,0.004,-0.031,0.012,-12.022,-6.443,2.111,0.210,0.426,-0.089,3.65,0.05,2,0
215407,-0.080,0.060,1.296,-43.863,-29.197,-0.500,-0.3509,0.0386,-0.0242,-0.9353,1.040,5.117,318.913,-1.232,2.683,2.287,0.004,-0.031,0.012,-13.861,-7.301,2.287,0.380,0.134,0.146,3.67,0.54,2,0
215429,-0.064,0.058,1.103,-45.038,-15.880,-1.228,-0.3508,0.0354,-0.0144,-0.9357,0.126,4.376,318.900,-1.408,2.111,2.111,0.004,-0.031,0.012,-9.323,-8.195,2.111,0.523,-0.128,0.332,3.68,0.51,2,0
215453,-0.057,0.054,0.990,-38.136,-5.727,-1.157,-0.3508,0.0351,-0.0091,-0.9358,-0.431,4.133,318.888,-1.408,2.111,2.111,0.004,-0.031,0.012,-5.747,-7.115,2.111,0.599,-0.273,0.373,3.69,0.49,2,0
215470,-0.049,0.042,0.884,-21.368,4.464,1.189,-0.3505,0.0359,-0.0057,-0.9359,-0.833,4.081,318.906,-1.760,2.111,2.111,0.004,-0.031,0.012,-5.411,-6.858,2.111,0.397,-0.406,0.203,3.72,0.59,2,0
215492,-0.047,0.036,0.837,2.068,9.596,4.215,-0.3498,0.0366,-0.0066,-0.9361,-0.764,4.195,318.990,-2.243,1.012,2.111,0.004,-0.031,0.012,-5.325,-10.948,2.111,0.074,-0.543,-0.075,3.76,1.63,2,0
215521,-0.041,0.035,0.834,14.931,6.982,6.383,-0.3490,0.0361,-0.0099,-0.9364,-0.387,4.271,319.097,-2.243,0.352,2.111,0.004,-0.031,0.012,-9.533,-13.319,2.111,-0.104,-0.619,-0.229,3.78,1.55,2,0
215530,-0.040,0.030,0.850,21.730,1.093,7.661,-0.3483,0.0346,-0.0130,-0.9367,0.020,4.236,319.207,-1.760,-0.176,2.111,0.004,-0.031,0.012,-11.279,-13.670,2.111,-0.223,-0.558,-0.331,3.80,1.43,2,0
215542,-0.038,0.029,0.869,25.489,-5.520,7.930,-0.3474,0.0320,-0.0164,-0.9370,0.487,4.093,319.328,-1.760,-0.748,2.111,0.004,-0.031,0.012,-11.790,-15.086,2.111,-0.325,-0.355,-0.419,3.81,0.97,2,0
215563,-0.035,0.022,0.900,25.658,-18.952,6.430,-0.3463,0.0259,-0.0206,-0.9375,1.185,3.597,319.490,-1.408,-1.320,2.111,0.004,-0.031,0.012,-13.494,-17.760,2.111,-0.460,-0.085,-0.399,3.83,0.92,2,0
215581,-0.032,0.017,0.905,22.292,-27.265,4.763,-0.3459,0.0216,-0.0216,-0.9378,1.468,3.174,319.549,-1.408,-1.408,2.111,0.004,-0.031,0.012,-15.085,-16.704,2.111,-0.521,0.039,-0.261,3.84,0.92,2,0
215589,-0.035,0.005,0.883,15.051,-34.914,1.784,-0.3456,0.0159,-0.0210,-0.9380,1.630,2.546,319.582,-1.320,-1.408,2.111,0.004,-0.031,0.012,-16.859,-14.336,2.111,-0.577,0.182,-0.073,3.85,0.86,2,0
215608,-0.031,0.003,0.853,9.008,-38.688,-0.761,-0.3457,0.0115,-0.0194,-0.9381,1.632,2.002,319.565,-0.880,-1.408,2.111,0.004,-0.031,0.012,-13.960,-11.377,2.111,-0.376,0.318,0.105,3.86,0.64,2,0
215636,-0.024,0.007,0.748,-7.063,-37.994,-4.901,-0.3467,0.0040,-0.0144,-0.9379,1.390,1.006,319.438,-0.880,-1.408,2.111,0.004,-0.031,0.012,-13.168,-9.081,2.111,-0.080,0.465,0.298,3.88,0.61,2,0
