timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,quat_w,quat_x,quat_y,quat_z,roll,pitch,yaw,att_sp_roll,att_sp_pitch,att_sp_yaw,rate_sp_roll,rate_sp_pitch,rate_sp_yaw,att_cmd_roll,att_cmd_pitch,att_cmd_yaw,rate_cmd_roll,rate_cmd_pitch,rate_cmd_yaw,altitude,climb_rate,flight_state,flight_mode
224164,0.040,0.044,0.544,21.139,21.039,1.484,-0.9988,-0.0124,0.0315,0.0349,1.549,-3.557,175.953,0.352,-1.408,2.111,0.004,-0.031,0.012,-6.321,7.634,2.111,-0.076,-0.291,-0.328,5.90,0.45,2,0
224372,-0.003,-0.007,0.971,-29.881,-15.301,-3.051,-0.9991,-0.0272,0.0241,0.0230,3.187,-2.684,177.288,-3.783,-0.176,2.111,0.004,-0.031,0.012,-29.118,6.104,2.111,0.124,0.554,0.304,5.63,-0.90,2,0
224389,-0.002,-0.007,0.948,-35.343,-8.381,-4.346,-0.9992,-0.0228,0.0244,0.0235,2.685,-2.730,177.241,-4.971,0.352,2.111,0.004,-0.031,0.012,-42.256,10.735,2.111,0.284,0.270,0.431,5.61,-0.92,2,0
224418,0.002,-0.014,0.909,-43.405,19.951,-7.473,-0.9994,-0.0074,0.0195,0.0258,0.908,-2.210,177.023,-7.874,0.528,2.111,0.004,-0.031,0.012,-43.547,9.931,2.111,0.464,-0.062,0.580,5.59,-0.87,2,0
224443,-0.006,-0.022,0.965,-30.240,38.084,-5.758,-0.9996,0.0040,0.0088,0.0277,-0.425,-1.023,176.827,-12.801,2.463,2.111,0.004,-0.031,0.012,-69.952,10.330,2.111,0.094,-0.335,0.531,5.56,-0.96,2,0
224462,-0.014,-0.021,1.049,-17.376,43.487,-3.434,-0.9995,0.0086,-0.0004,0.0286,-0.990,0.013,176.722,-14.780,3.167,2.111,0.004,-0.031,0.012,-77.218,11.327,2.111,-0.069,-0.434,0.342,5.54,-0.91,2,0
224484,-0.022,-0.018,1.152,-3.847,41.568,-1.161,-0.9995,0.0095,-0.0095,0.0290,-1.119,1.061,176.662,-16.760,4.311,2.111,0.004,-0.031,0.012,-87.158,11.936,2.111,-0.240,-0.538,0.097,5.52,-0.97,2,0
224507,-0.038,-0.014,1.307,4.535,26.764,2.289,-0.9994,0.0065,-0.0170,0.0289,-0.801,1.929,176.670,-18.299,4.927,2.111,0.004,-0.031,0.012,-90.000,10.513,2.111,-0.427,-0.284,-0.173,5.47,-1.80,2,0
224527,-0.046,-0.009,1.377,7.003,13.312,3.738,-0.9994,0.0045,-0.0184,0.0285,-0.577,2.098,176.719,-18.783,4.927,2.111,0.004,-0.031,0.012,-90.000,9.933,2.111,-0.512,-0.092,-0.297,5.44,-1.71,2,0
224548,-0.046,-0.009,1.377,7.003,13.312,3.738,-0.9994,0.0045,-0.0184,0.0285,-0.577,2.098,176.719,-18.783,4.927,2.111,0.004,-0.031,0.012,-90.000,9.933,2.111,-0.512,-0.092,-0.297,5.44,-1.71,2,0
224573,-0.044,-0.007,1.416,-1.775,-20.263,2.965,-0.9995,0.0020,-0.0148,0.0271,-0.275,1.694,176.891,-20.015,5.806,2.287,0.004,-0.031,0.012,-90.000,13.547,2.287,-0.700,0.328,-0.331,5.36,-1.57,2,0
224593,-0.040,-0.008,1.368,-21.758,-24.519,1.206,-0.9996,0.0033,-0.0122,0.0267,-0.417,1.388,176.935,-20.411,6.378,2.111,0.004,-0.031,0.012,-90.000,16.649,2.287,-0.491,0.451,-0.113,5.33,-1.63,2,0
224612,-0.029,-0.013,1.285,-39.388,-19.345,-0.074,-0.9996,0.0081,-0.0097,0.0265,-0.962,1.087,176.955,-20.411,6.906,2.111,0.004,-0.031,0.012,-90.000,17.960,2.111,-0.194,0.560,0.092,5.30,-1.55,2,0
224631,-0.019,-0.022,1.203,-49.091,-9.772,-1.561,-0.9995,0.0137,-0.0083,0.0265,-1.593,0.914,176.952,-20.894,7.082,2.111,0.004,-0.031,0.012,-90.000,21.138,2.111,0.004,0.413,0.238,5.29,-1.37,2,0
224661,-0.002,-0.026,1.093,-58.775,14.214,-2.756,-0.9993,0.0251,-0.0087,0.0270,-2.905,0.919,176.883,-21.466,7.786,2.111,0.004,-0.031,0.012,-90.000,23.601,2.111,0.265,0.043,0.438,5.29,-0.31,2,0
224683,0.003,-0.034,1.061,-59.905,32.497,-3.735,-0.9989,0.0355,-0.0128,0.0277,-4.113,1.353,176.770,-21.554,8.270,2.287,0.004,-0.031,0.012,-90.000,24.744,2.287,0.236,-0.164,0.545,5.27,-0.33,2,0
225110,-0.097,-0.111,1.943,29.496,7.187,-13.478,-0.9886,0.0959,-0.1119,0.0307,-11.613,12.434,175.170,-8.710,21.510,2.287,0.004,-0.031,0.012,13.778,31.315,2.287,-0.437,0.163,0.831,4.85,-0.77,2,0
225124,-0.097,-0.111,1.943,29.496,7.187,-13.478,-0.9886,0.0959,-0.1119,0.0307,-11.613,12.434,175.170,-8.710,21.510,2.287,0.004,-0.031,0.012,13.778,31.315,2.287,-0.437,0.163,0.831,4.85,-0.77,2,0
225150,-0.086,-0.102,1.861,29.237,-7.845,-14.715,-0.9897,0.0862,-0.1082,0.0356,-10.504,12.012,174.774,-9.150,18.563,2.287,0.004,-0.031,0.012,8.292,26.505,2.111,-0.601,0.406,0.880,4.84,-0.55,2,0
225171,-0.068,-0.087,1.743,8.108,-3.993,-14.750,-0.9906,0.0804,-0.1038,0.0395,-9.838,11.496,174.438,-8.666,16.100,2.287,0.004,-0.031,0.012,6.567,20.648,2.287,-0.384,0.289,0.901,4.86,0.73,2,0
225188,-0.062,-0.080,1.689,-4.063,2.181,-14.092,-0.9907,0.0798,-0.1027,0.0410,-9.776,11.356,174.283,-8.710,15.528,2.287,0.004,-0.031,0.012,6.092,16.346,2.287,-0.226,0.142,0.877,4.87,0.70,2,0
225406,-0.035,-0.149,1.565,73.402,-32.816,-5.196,-0.9888,0.0748,-0.1196,0.0494,-9.441,13.244,173.182,-13.856,7.918,2.111,0.004,-0.031,0.012,-23.394,-18.736,2.111,-0.351,0.384,-0.114,5.04,2.09,2,0
225422,-0.028,-0.157,1.444,71.503,-33.252,-10.417,-0.9902,0.0648,-0.1129,0.0514,-8.240,12.530,173.147,-13.944,7.918,2.111,0.004,-0.031,0.012,-28.941,-17.027,2.111,-0.448,0.476,0.052,5.07,1.99,2,0
225431,-0.027,-0.160,1.382,68.608,-31.967,-13.214,-0.9908,0.0601,-0.1096,0.0527,-7.681,12.171,173.089,-13.988,7.918,2.111,0.004,-0.031,0.012,-32.157,-15.767,2.111,-0.491,0.516,0.126,5.09,1.99,2,0
225449,-0.020,-0.165,1.245,54.050,-24.984,-20.469,-0.9918,0.0513,-0.1027,0.0563,-6.639,11.419,172.837,-14.076,7.918,2.111,0.004,-0.031,0.012,-39.344,-12.750,2.111,-0.575,0.460,0.271,5.12,1.89,2,0
225477,-0.014,-0.162,1.050,32.170,-5.829,-28.584,-0.9925,0.0427,-0.0955,0.0635,-5.657,10.611,172.154,-14.076,7.434,2.111,0.004,-0.031,0.012,-46.445,-11.071,2.111,-0.676,0.101,0.451,5.18,2.12,2,0
225508,-0.006,-0.158,0.917,9.968,19.294,-37.020,-0.9921,0.0391,-0.0940,0.0730,-5.322,10.421,171.101,-15.088,7.258,2.111,0.004,-0.031,0.012,-51.009,-10.978,2.111,-0.620,-0.187,0.594,5.24,2.02,2,0
225522,-0.008,-0.153,0.908,4.080,24.194,-37.648,-0.9919,0.0391,-0.0946,0.0751,-5.358,10.472,170.855,-15.088,7.258,2.111,0.004,-0.031,0.012,-51.009,-10.978,2.111,-0.525,-0.235,0.618,5.25,1.85,2,0
225539,0.000,-0.136,0.909,-16.898,38.287,-38.660,-0.9906,0.0421,-0.0994,0.0842,-5.852,10.942,169.726,-15.792,7.258,2.287,0.004,-0.031,0.012,-55.171,-12.645,2.111,-0.173,-0.412,0.706,5.28,1.18,2,0
225549,-0.005,-0.137,0.923,-24.857,41.172,-38.622,-0.9899,0.0443,-0.1019,0.0875,-6.180,11.187,169.297,-15.792,7.258,2.287,0.004,-0.031,0.012,-53.806,-13.322,2.287,-0.082,-0.457,0.729,5.29,1.18,2,0
225573,-0.011,-0.116,1.047,-44.379,42.919,-36.802,-0.9881,0.0524,-0.1089,0.0951,-7.293,11.839,168.250,-16.320,7.258,2.111,0.004,-0.031,0.012,-51.991,-15.195,2.111,0.168,-0.583,0.790,5.32,1.12,2,0
225591,-0.024,-0.101,1.147,-52.030,35.926,-32.133,-0.9867,0.0597,-0.1137,0.1000,-8.275,12.267,167.538,-16.891,6.730,2.111,0.004,-0.031,0.012,-49.114,-18.842,2.111,0.292,-0.645,0.612,5.33,1.02,2,0
225617,-0.034,-0.094,1.241,-50.558,21.357,-26.838,-0.9852,0.0683,-0.1173,0.1043,-9.381,12.531,166.882,-17.375,6.158,2.111,0.004,-0.031,0.012,-45.808,-20.348,2.111,0.433,-0.424,0.291,5.34,0.54,2,0
225636,-0.039,-0.090,1.280,-45.744,8.036,-23.624,-0.9844,0.0746,-0.1183,0.1071,-10.156,12.528,166.460,-18.079,6.158,2.111,0.004,-0.031,0.012,-44.191,-22.239,2.111,0.444,-0.187,0.076,5.35,0.54,2,0
225651,-0.034,-0.079,1.282,-38.501,-13.580,-19.286,-0.9836,0.0829,-0.1160,0.1105,-11.134,12.113,165.999,-19.707,5.455,2.111,0.004,-0.031,0.012,-45.151,-23.719,2.111,0.156,0.049,-0.138,5.37,0.60,2,0
225669,-0.029,-0.076,1.232,-27.594,-23.085,-17.256,-0.9834,0.0878,-0.1118,0.1125,-11.650,11.546,165.766,-20.191,5.367,2.111,0.004,-0.031,0.012,-47.477,-22.009,2.111,-0.036,0.207,-0.282,5.40,1.28,2,0
225703,-0.026,-0.078,1.078,-1.821,-30.034,-11.542,-0.9839,0.0914,-0.1008,0.1156,-11.911,10.214,165.535,-20.762,5.323,2.111,0.004,-0.031,0.012,-48.866,-18.165,2.111,-0.316,0.438,-0.490,5.44,1.16,2,0
226150,-0.024,-0.100,0.757,22.821,22.289,-16.034,-0.9672,0.1419,-0.1053,0.1826,-18.462,8.736,157.200,-19.487,6.510,2.111,0.004,-0.031,0.012,-8.379,-8.031,2.111,-0.649,-0.381,0.386,6.30,2.38,2,0
226164,-0.023,-0.096,0.748,17.210,29.080,-17.536,-0.9669,0.1367,-0.1074,0.1866,-17.958,9.013,156.732,-18.651,6.510,2.111,0.004,-0.031,0.012,-3.296,-8.301,2.111,-0.647,-0.494,0.499,6.35,2.26,2,0
226181,-0.026,-0.094,0.779,7.406,29.197,-18.106,-0.9664,0.1332,-0.1100,0.1902,-17.661,9.315,156.282,-18.079,6.422,2.111,0.004,-0.031,0.012,-1.873,-9.442,2.111,-0.373,-0.578,0.582,6.38,2.12,2,0
226203,-0.029,-0.088,0.848,-7.723,23.231,-18.837,-0.9655,0.1313,-0.1129,0.1944,-17.563,9.613,155.742,-16.496,6.422,2.111,0.004,-0.031,0.012,-0.211,-11.055,2.111,-0.100,-0.649,0.665,6.43,2.02,2,0
226422,-0.024,-0.114,0.726,34.505,-6.589,-9.526,-0.9650,0.1321,-0.0819,0.2111,-16.926,5.876,154.452,-14.208,6.510,2.111,0.004,-0.031,0.012,16.057,2.013,2.111,-0.615,0.283,0.252,6.79,2.48,2,0
226438,-0.026,-0.123,0.667,31.912,18.099,-13.326,-0.9660,0.1183,-0.0784,0.2161,-15.290,5.758,154.010,-13.944,3.167,2.111,0.004,-0.031,0.012,7.925,-6.687,2.111,-0.737,-0.126,0.486,6.87,2.18,2,0
226452,-0.026,-0.123,0.667,31.912,18.099,-13.326,-0.9660,0.1183,-0.0784,0.2161,-15.290,5.758,154.010,-13.944,3.167,2.111,0.004,-0.031,0.012,7.925,-6.687,2.111,-0.737,-0.126,0.486,6.87,2.18,2,0
226478,-0.027,-0.126,0.681,10.058,34.272,-17.207,-0.9656,0.1111,-0.0809,0.2207,-14.580,6.148,153.461,-12.889,1.056,2.111,0.004,-0.031,0.012,9.537,-15.383,2.111,-0.446,-0.328,0.605,6.90,1.50,2,0
226502,-0.039,-0.119,0.836,-29.788,48.313,-18.829,-0.9623,0.1102,-0.0947,0.2297,-14.944,7.562,152.157,-11.349,-1.408,2.111,0.004,-0.031,0.012,19.794,-31.054,2.111,0.091,-0.578,0.752,6.95,1.05,2,0
226528,-0.054,-0.114,0.974,-35.262,39.731,-16.961,-0.9601,0.1137,-0.1033,0.2338,-15.630,8.345,151.482,-12.449,-1.408,2.111,0.004,-0.031,0.012,19.963,-33.422,2.111,0.315,-0.682,0.666,6.98,0.99,2,0
226543,-0.063,-0.107,1.064,-30.100,27.872,-14.088,-0.9585,0.1167,-0.1086,0.2365,-16.162,8.802,151.030,-13.021,-1.408,2.111,0.004,-0.031,0.012,16.439,-35.081,2.111,0.417,-0.499,0.434,7.00,0.95,2,0
226566,-0.067,-0.105,1.110,-21.825,15.434,-12.427,-0.9575,0.1185,-0.1111,0.2382,-16.459,8.989,150.757,-13.021,-1.408,2.111,0.004,-0.031,0.012,18.852,-36.181,2.111,0.332,-0.276,0.220,7.01,0.87,2,0
226583,-0.075,-0.104,1.166,-5.472,-4.582,-9.194,-0.9569,0.1194,-0.1109,0.2402,-16.575,8.904,150.516,-12.449,-4.223,2.111,0.004,-0.031,0.012,23.116,-40.649,2.111,0.045,-0.001,-0.043,7.02,0.62,2,0
226602,-0.075,-0.109,1.159,3.621,-14.348,-8.516,-0.9570,0.1188,-0.1084,0.2413,-16.434,8.635,150.451,-13.021,-4.707,2.111,0.004,-0.031,0.012,19.370,-45.150,2.111,-0.111,0.148,-0.177,7.03,0.59,2,0
226622,-0.077,-0.114,1.138,11.370,-21.197,-9.173,-0.9573,0.1175,-0.1051,0.2422,-16.187,8.295,150.426,-13.109,-4.795,2.111,0.004,-0.031,0.012,18.581,-46.091,2.111,-0.228,0.261,-0.184,7.05,0.63,2,0
226642,-0.074,-0.119,1.075,19.256,-26.039,-10.186,-0.9580,0.1145,-0.0989,0.2436,-15.660,7.687,150.403,-14.164,-4.795,2.111,0.004,-0.031,0.012,15.558,-44.444,2.111,-0.369,0.396,-0.009,7.07,0.63,2,0
226663,-0.066,-0.120,0.979,21.243,-22.929,-11.748,-0.9589,0.1091,-0.0899,0.2460,-14.789,6.819,150.334,-16.320,-3.519,2.111,0.004,-0.031,0.012,-0.864,-39.162,2.111,-0.525,0.544,0.239,7.10,1.19,2,0
226681,-0.065,-0.121,0.931,15.600,-14.600,-14.166,-0.9592,0.1059,-0.0852,0.2479,-14.295,6.374,150.214,-16.891,-2.815,2.111,0.004,-0.031,0.012,-13.950,-32.374,2.111,-0.604,0.329,0.365,7.13,1.29,2,0
226702,-0.062,-0.121,0.883,8.910,-0.754,-16.975,-0.9591,0.1020,-0.0813,0.2512,-13.763,6.013,149.918,-18.079,-1.628,2.111,0.004,-0.031,0.012,-23.245,-26.863,2.111,-0.689,0.043,0.502,7.19,2.64,2,0
226726,-0.058,-0.120,0.885,-3.032,16.445,-19.709,-0.9584,0.0997,-0.0812,0.2549,-13.525,6.018,149.500,-18.079,-1.452,2.111,0.004,-0.031,0.012,-25.025,-26.516,2.111,-0.640,-0.182,0.609,7.25,2.51,2,0
227190,-0.060,-0.172,1.154,-23.909,-13.526,-33.065,-0.9318,0.0768,-0.0920,0.3427,-11.986,6.828,138.895,-12.185,-1.408,2.287,0.004,-0.031,0.012,-1.301,-28.921,2.287,0.326,0.092,0.943,7.55,0.10,2,0
227236,-0.033,-0.167,0.988,-24.787,-17.782,-33.038,-0.9275,0.0880,-0.0843,0.3534,-12.934,5.409,137.667,18.563,-1.408,2.111,0.004,-0.031,0.012,90.000,-23.967,2.111,0.568,0.418,0.963,7.58,0.93,2,0
227410,-0.029,-0.169,0.913,-10.200,-12.503,-32.491,-0.9253,0.0921,-0.0804,0.3589,-13.236,4.744,137.050,20.587,-1.408,2.111,0.004,-0.031,0.012,90.000,-21.654,2.111,0.654,0.336,0.971,7.60,0.89,2,0
227428,-0.019,-0.137,1.178,47.984,36.242,-29.713,-0.9092,0.0340,-0.0741,0.4082,-7.069,6.144,131.263,14.472,-1.408,2.111,0.004,-0.031,0.012,90.000,-25.903,2.111,0.496,-0.724,0.918,7.61,-0.65,2,0
227449,-0.024,-0.135,1.262,43.956,17.001,-30.032,-0.9066,0.0244,-0.0728,0.4149,-6.047,6.412,130.475,-0.044,1.408,2.111,0.004,-0.031,0.012,65.272,-22.784,2.111,0.487,-0.356,0.935,7.59,-0.62,2,0
227479,-0.018,-0.134,1.268,46.852,-10.565,-31.033,-0.9028,0.0143,-0.0643,0.4249,-4.643,5.971,129.355,-12.801,3.343,2.639,0.004,-0.031,0.012,-21.928,-6.729,2.639,0.034,0.057,0.955,7.57,-0.47,2,0
227511,-0.015,-0.136,1.216,57.352,-20.823,-31.893,-0.9004,0.0080,-0.0547,0.4316,-3.555,5.258,128.618,-19.003,3.387,2.639,0.004,-0.031,0.012,-76.541,-7.393,2.639,-0.189,0.260,0.965,7.56,-0.45,2,0
227550,-0.010,-0.136,1.065,52.154,-20.875,-34.100,-0.8950,-0.0038,-0.0350,0.4446,-1.401,3.784,127.126,-21.818,9.018,2.639,0.004,-0.031,0.012,-90.000,17.698,2.639,-0.480,0.526,0.977,7.58,0.69,2,0
227586,-0.009,-0.132,0.964,45.369,-6.162,-34.896,-0.8910,-0.0103,-0.0263,0.4532,-0.315,3.225,126.074,-24.809,15.044,2.639,0.004,-0.031,0.012,-90.000,36.881,2.639,-0.624,0.657,0.984,7.60,0.60,2,0
227607,-0.012,-0.126,0.922,36.797,13.292,-34.733,-0.8872,-0.0162,-0.0234,0.4604,0.416,3.241,125.156,-25.205,18.035,2.639,0.004,-0.031,0.012,-90.000,44.383,2.639,-0.710,0.529,0.987,7.61,0.31,2,0
227621,-0.013,-0.117,0.913,24.761,26.079,-34.009,-0.8849,-0.0196,-0.0243,0.4648,0.696,3.517,124.599,-25.337,20.103,2.815,0.004,-0.031,0.012,-90.000,54.017,2.639,-0.749,0.352,0.989,7.61,0.30,2,0
227653,-0.013,-0.105,0.980,-5.631,51.139,-33.148,-0.8801,-0.0236,-0.0334,0.4730,0.567,4.653,123.511,-25.161,23.358,2.815,0.004,-0.031,0.012,-90.000,59.350,2.815,-0.433,-0.041,0.992,7.60,0.16,2,0
227671,-0.017,-0.102,1.066,-24.659,62.625,-31.159,-0.8774,-0.0237,-0.0426,0.4772,0.054,5.586,122.925,-25.777,25.469,2.815,0.004,-0.031,0.012,-90.000,60.000,2.815,-0.195,-0.201,0.931,7.58,-0.93,2,0
227700,-0.024,-0.100,1.152,-38.427,69.932,-28.622,-0.8752,-0.0225,-0.0526,0.4804,-0.644,6.527,122.431,-26.393,28.416,2.815,0.004,-0.031,0.012,-90.000,60.000,2.815,-0.016,-0.320,0.751,7.57,-0.88,2,0
227718,-0.035,-0.095,1.318,-54.173,72.737,-23.020,-0.8711,-0.0177,-0.0738,0.4852,-2.367,8.382,121.588,-26.921,31.935,4.927,0.004,-0.031,0.012,-90.000,60.000,4.927,0.249,-0.498,0.407,7.54,-0.92,2,0
227740,-0.050,-0.090,1.407,-55.526,68.729,-19.738,-0.8691,-0.0146,-0.0850,0.4871,-3.340,9.321,121.186,-27.449,32.023,4.927,0.004,-0.031,0.012,-90.000,60.000,4.927,0.309,-0.505,0.198,7.51,-0.92,2,0
228036,-0.087,-0.133,1.641,-57.598,49.045,-27.720,-0.8419,-0.0017,-0.1447,0.5198,-8.758,14.211,115.526,-32.903,27.977,2.815,0.004,-0.031,0.012,-90.000,45.956,2.815,0.142,-0.402,0.816,7.32,-0.46,2,0
228058,-0.096,-0.120,1.745,-59.751,32.904,-24.646,-0.8384,0.0047,-0.1551,0.5225,-10.126,14.778,114.816,-31.364,28.680,2.815,0.004,-0.031,0.012,-90.000,45.909,2.815,0.179,-0.123,0.660,7.30,-0.48,2,0
228082,-0.099,-0.110,1.783,-58.750,7.999,-19.892,-0.8345,0.0171,-0.1655,0.5253,-12.095,14.960,114.023,-30.660,29.384,2.815,0.004,-0.031,0.012,-90.000,49.352,2.815,-0.097,0.171,0.254,7.28,-0.77,2,0
228113,-0.090,-0.104,1.708,-48.799,-6.010,-16.238,-0.8324,0.0277,-0.1692,0.5269,-13.416,14.624,113.607,-30.088,29.560,2.815,0.004,-0.031,0.012,-87.497,50.905,2.815,-0.306,0.362,-0.036,7.27,-0.68,2,0
228131,-0.083,-0.109,1.603,-34.692,-9.398,-14.763,-0.8312,0.0354,-0.1699,0.5282,-14.231,14.180,113.355,-29.604,29.560,2.815,0.004,-0.031,0.012,-83.370,52.903,2.815,-0.444,0.489,-0.211,7.26,-0.18,2,0
228163,-0.066,-0.118,1.410,-19.286,1.372,-12.648,-0.8296,0.0421,-0.1694,0.5303,-14.879,13.678,113.033,-29.032,28.900,2.815,0.004,-0.031,0.012,-74.440,53.004,2.815,-0.598,0.495,-0.331,7.26,-0.12,2,0
228183,-0.056,-0.123,1.293,-20.776,14.751,-12.799,-0.8283,0.0443,-0.1706,0.5318,-15.199,13.617,112.770,-28.944,28.900,2.815,0.004,-0.031,0.012,-72.922,53.104,2.815,-0.671,0.222,-0.207,7.27,0.23,2,0
228210,-0.048,-0.126,1.212,-24.966,29.062,-12.932,-0.8265,0.0458,-0.1740,0.5334,-15.610,13.818,112.425,-28.900,28.900,3.519,0.004,-0.031,0.012,-70.282,52.713,2.815,-0.731,-0.002,-0.039,7.27,0.22,2,0
228241,-0.034,-0.131,1.193,-31.025,48.207,-14.219,-0.8227,0.0466,-0.1837,0.5359,-16.424,14.614,111.726,-28.900,29.032,5.455,0.004,-0.031,0.012,-66.187,51.033,5.455,-0.667,-0.263,0.232,7.29,0.27,2,0
228726,-0.014,-0.191,0.752,39.037,-13.109,-30.272,-0.7546,0.0415,-0.2090,0.6207,-19.506,15.301,98.477,-9.370,25.953,2.639,0.004,-0.031,0.012,47.676,36.878,2.639,-0.284,0.649,0.992,7.56,0.49,2,0
228750,-0.013,-0.194,0.694,33.706,-5.345,-31.807,-0.7524,0.0400,-0.2034,0.6253,-18.989,14.834,98.051,-1.760,23.270,2.639,0.004,-0.031,0.012,71.898,33.638,2.287,-0.092,0.403,0.993,7.58,0.61,2,0
229002,-0.039,-0.157,1.424,73.306,-16.103,-34.002,-0.6958,-0.0297,-0.1762,0.6956,-12.281,16.656,88.209,0.308,28.680,2.287,0.004,-0.031,0.012,65.689,41.570,2.287,-0.282,0.287,0.978,7.62,-0.45,2,0
229026,-0.025,-0.153,1.342,69.915,-21.756,-36.209,-0.6903,-0.0359,-0.1584,0.7051,-10.403,15.623,87.350,-2.463,25.469,2.639,0.004,-0.031,0.012,46.603,34.183,2.639,-0.459,0.463,0.983,7.61,-0.43,2,0
229044,-0.008,-0.149,1.202,57.844,-13.149,-37.277,-0.6832,-0.0411,-0.1402,0.7154,-8.586,14.500,86.269,-7.258,30.088,2.639,0.004,-0.031,0.012,10.155,52.358,2.639,-0.608,0.611,0.988,7.60,-0.38,2,0
229073,-0.005,-0.140,1.071,39.580,9.271,-38.024,-0.6748,-0.0466,-0.1277,0.7254,-7.242,13.886,84.974,-7.654,34.619,2.639,0.004,-0.031,0.012,-11.617,60.000,2.287,-0.717,0.549,0.991,7.59,-0.34,2,0
229098,-0.006,-0.132,1.037,28.367,26.502,-37.922,-0.6693,-0.0507,-0.1247,0.7307,-6.767,13.944,84.152,-2.947,34.619,2.639,0.004,-0.031,0.012,16.326,60.000,2.639,-0.475,0.240,0.993,7.59,-0.11,2,0
229121,-0.003,-0.128,1.041,15.778,41.771,-36.945,-0.6642,-0.0549,-0.1251,0.7349,-6.575,14.296,83.386,-2.463,34.619,2.639,0.004,-0.031,0.012,21.223,60.000,2.639,-0.229,0.034,0.994,7.59,-0.10,2,0
229147,-0.002,-0.123,1.174,-15.398,66.412,-32.255,-0.6541,-0.0638,-0.1353,0.7415,-6.991,15.756,81.866,-3.915,34.619,2.639,0.004,-0.031,0.012,18.935,60.000,2.639,0.145,-0.281,0.802,7.58,-0.10,2,0
229182,-0.012,-0.114,1.306,-28.717,73.331,-27.385,-0.6473,-0.0698,-0.1483,0.7444,-7.840,17.212,80.836,-5.147,34.135,2.639,0.004,-0.031,0.012,14.804,60.000,2.639,0.343,-0.447,0.400,7.58,-0.16,2,0
229207,-0.041,-0.110,1.514,-31.036,66.203,-21.736,-0.6395,-0.0765,-0.1669,0.7466,-9.220,19.135,79.607,-7.170,32.947,2.639,0.004,-0.031,0.012,9.925,48.569,2.639,0.534,-0.608,-0.003,7.56,-0.23,2,0
229232,-0.060,-0.117,1.630,-18.892,50.653,-17.730,-0.6353,-0.0800,-0.1763,0.7476,-9.927,20.094,78.955,-9.238,32.947,2.815,0.004,-0.031,0.012,2.980,45.349,2.815,0.295,-0.347,-0.202,7.54,-1.00,2,0
229253,-0.066,-0.118,1.701,0.710,27.944,-14.465,-0.6318,-0.0831,-0.1812,0.7491,-10.247,20.702,78.414,-11.965,33.695,2.815,0.004,-0.031,0.012,-5.721,45.693,2.815,0.017,-0.057,-0.374,7.52,-0.95,2,0
229543,-0.040,-0.123,1.461,-37.630,29.767,-33.792,-0.5612,-0.0999,-0.1946,0.7982,-12.387,22.208,67.783,-15.440,29.384,2.639,0.004,-0.031,0.012,-17.662,27.454,2.639,0.565,-0.368,0.414,7.50,-0.50,2,0
229572,-0.044,-0.116,1.490,-32.074,9.242,-30.431,-0.5565,-0.0968,-0.2008,0.8004,-13.346,22.236,66.991,-15.440,29.384,2.639,0.004,-0.031,0.012,-12.169,24.808,2.639,0.561,-0.118,0.155,7.49,-0.48,2,0
229588,-0.041,-0.114,1.455,-25.563,-5.436,-27.411,-0.5535,-0.0925,-0.2037,0.8022,-13.999,21.959,66.480,-16.496,29.252,2.815,0.004,-0.031,0.012,-12.285,25.613,2.815,0.452,0.123,-0.093,7.49,-0.37,2,0
229621,-0.026,-0.126,1.304,4.015,-19.420,-23.914,-0.5484,-0.0832,-0.2018,0.8072,-14.536,20.832,65.703,-17.595,26.569,2.815,0.004,-0.031,0.012,-12.649,24.837,2.815,0.030,0.378,-0.275,7.50,0.34,2,0
229647,-0.012,-0.123,1.180,29.619,-18.402,-21.596,-0.5455,-0.0801,-0.1956,0.8110,-14.167,20.081,65.337,-18.079,25.337,2.639,0.004,-0.031,0.012,-19.102,17.406,2.639,-0.176,0.384,-0.289,7.51,0.38,2,0
229669,-0.001,-0.135,1.021,42.326,-10.016,-21.795,-0.5417,-0.0797,-0.1854,0.8160,-13.252,19.324,64.893,-18.739,24.106,2.639,0.004,-0.031,0.012,-27.660,16.326,2.639,-0.366,0.075,-0.172,7.54,0.80,2,0
229687,0.006,-0.139,0.920,41.311,-0.931,-22.421,-0.5389,-0.0807,-0.1795,0.8191,-12.652,19.000,64.559,-18.651,24.106,2.639,0.004,-0.031,0.012,-31.174,17.806,2.639,-0.471,-0.103,0.023,7.55,0.76,2,0
229713,0.007,-0.153,0.835,47.340,14.067,-23.802,-0.5336,-0.0846,-0.1708,0.8240,-11.649,18.765,63.922,-18.255,23.534,2.815,0.004,-0.031,0.012,-35.180,18.556,2.815,-0.585,-0.296,0.233,7.56,0.72,2,0
229730,0.010,-0.155,0.833,41.347,20.512,-26.291,-0.5307,-0.0873,-0.1676,0.8262,-11.225,18.789,63.567,-18.255,23.534,2.639,0.004,-0.031,0.012,-35.591,16.615,2.639,-0.633,-0.377,0.321,7.58,0.72,2,0
229759,0.009,-0.153,0.836,-3.965,26.285,-36.033,-0.5208,-0.0924,-0.1657,0.8323,-10.950,19.050,62.229,-17.111,21.026,2.639,0.004,-0.031,0.012,-33.133,7.007,2.639,-0.328,-0.567,0.528,7.61,0.98,2,0
