timestamp,quaternion_w,quaternion_x,quaternion_y,quaternion_z,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orientation_pitch,orientation_roll,orientation_yaw,commands_rollCmd,commands_pitchCmd,commands_yawCmd
1743179455.8514113,0.8595,0.2762,-0.3295,0.2763,0.115,0.229,0.903,-8.974,-13.657,0.161,-46.67,24.06,26.55,-1.0,1.0,-1.0
1743179456.852969,0.8899,0.2993,-0.2595,0.2398,0.282,0.395,0.896,-12.719,-0.62,6.723,-37.29,31.72,19.41,-1.0,1.0,-0.945
1743179457.850589,0.9086,0.287,-0.2074,0.2215,0.292,0.442,0.888,-6.166,-0.072,-4.403,-30.26,29.84,19.16,-1.0,1.0,-0.864
1743179458.8505504,0.9086,0.287,-0.2074,0.2215,0.292,0.442,0.888,-6.166,-0.072,-4.403,-30.26,29.84,19.16,-1.0,1.0,-0.864
1743179459.8501878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1743179460.8493896,0.9009,-0.1632,0.1049,0.3883,-0.153,-0.415,0.805,46.368,-13.604,-31.136,18.41,-12.95,44.53,0.582,-0.262,-1.0
1743179461.8500948,0.9622,-0.0928,-0.1204,0.2258,0.082,-0.392,0.958,-93.116,-16.315,1.993,-10.94,-13.73,27.74,0.363,0.684,-0.932
1743179462.8500237,0.9723,0.1467,-0.0916,0.1575,-0.022,-0.024,0.855,53.002,-20.164,-10.388,-12.96,15.25,16.66,-0.64,0.549,-0.61
1743179463.8501225,0.9854,0.0926,-0.1074,0.0941,0.037,-0.056,1.015,-5.279,20.407,-1.85,-13.25,9.6,9.79,-0.384,0.595,-0.362
1743179464.8495488,0.9959,0.0459,-0.0692,0.0368,-0.023,-0.002,0.993,1.596,-0.902,-1.592,-8.11,5.01,3.88,-0.189,0.45,-0.14
1743179465.8496494,0.9898,0.0089,0.1317,-0.054,-0.294,-0.086,0.803,8.782,50.706,-2.055,15.17,0.2,353.78,0.0,-0.383,0.218
1743179466.849699,0.9975,-0.062,0.0073,-0.032,-0.011,-0.092,0.974,7.709,-1.57,-10.502,0.61,-7.14,356.29,0.252,0.144,0.117
1743179467.850092,0.9832,-0.0533,-0.1456,-0.0968,0.527,0.002,1.261,3.006,90.773,0.517,-17.25,-4.6,349.45,0.227,0.712,0.381
1743179468.8497598,0.9865,-0.0407,-0.0895,-0.1314,0.289,0.057,1.119,-2.16,-66.097,5.555,-10.79,-3.31,345.14,0.189,0.567,0.521
1743179469.8498971,0.963,-0.1924,0.0655,-0.177,-0.015,-0.296,0.963,-125.049,-28.14,6.905,3.33,-23.23,338.49,0.852,-0.092,0.682
1743179470.8495548,0.9447,-0.0421,0.0427,-0.3224,-0.125,-0.087,1.008,-6.647,19.363,-34.025,3.07,-6.16,322.15,0.229,0.0,1.0
1743179471.8495204,0.9064,-0.0188,0.0044,-0.4219,-0.058,-0.003,0.947,18.487,-15.804,-7.578,-0.45,-2.17,310.09,0.149,0.157,1.0
1743179472.8493228,0.9229,-0.0091,-0.0641,-0.3796,0.197,-0.034,1.042,11.252,9.548,21.35,-7.19,1.83,315.16,0.102,0.427,1.0
1743179473.8493047,0.9528,0.0533,0.0126,-0.2985,-0.189,0.056,0.937,7.903,12.178,19.619,3.21,5.41,325.36,-0.168,0.112,1.0
1743179474.8502567,0.836,0.0673,0.4502,-0.3065,-0.638,0.01,1.445,-89.01,74.269,-34.446,52.56,-15.59,312.0,-0.205,-1.0,1.0
1743179475.8495557,0.814,-0.0806,-0.2529,-0.5166,0.099,0.047,0.023,56.375,-43.99,-56.039,-29.67,8.61,292.92,0.426,1.0,1.0
1743179476.849894,0.8872,0.2584,0.1613,-0.3465,0.063,-0.061,0.713,170.274,-68.209,80.073,27.73,23.06,323.1,-1.0,-0.424,1.0
1743179477.8500795,0.7983,0.3498,-0.422,-0.2497,0.109,0.085,0.47,-15.46,-121.698,93.957,-29.94,62.57,306.81,-1.0,1.0,1.0
1743179478.850132,0.7983,0.3498,-0.422,-0.2497,0.109,0.085,0.47,-15.46,-121.698,93.957,-29.94,62.57,306.81,-1.0,1.0,1.0
1743179479.8500931,0.7983,0.3498,-0.422,-0.2497,0.109,0.085,0.47,-15.46,-121.698,93.957,-29.94,62.57,306.81,-1.0,1.0,1.0
1743179480.8503156,0.7983,0.3498,-0.422,-0.2497,0.109,0.085,0.47,-15.46,-121.698,93.957,-29.94,62.57,306.81,-1.0,1.0,1.0
1743179481.8501487,0.7983,0.3498,-0.422,-0.2497,0.109,0.085,0.47,-15.46,-121.698,93.957,-29.94,62.57,306.81,-1.0,1.0,1.0
1743179482.8506343,0.7983,0.3498,-0.422,-0.2497,0.109,0.085,0.47,-15.46,-121.698,93.957,-29.94,62.57,306.81,-1.0,1.0,1.0
