timestamp,quaternion_w,quaternion_x,quaternion_y,quaternion_z,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orientation_pitch,orientation_roll,orientation_yaw,commands_rollCmd,commands_pitchCmd,commands_yawCmd
1743178797.849492,0.1751,0.0492,-0.2006,-0.9626,-0.014,0.426,0.921,-10.756,-8.902,-7.952,1.4,23.8,200.91,0.0,1.0,1.0
1743178798.8500164,0.179,0.0691,-0.2055,-0.9597,-0.046,0.329,0.925,51.833,11.214,19.121,3.38,24.82,201.87,-0.162,1.0,1.0
1743178799.8498268,0.2291,0.0704,-0.1945,-0.9512,-0.04,0.401,0.938,0.765,2.576,4.535,2.56,23.74,207.63,-0.16,1.0,1.0
1743178800.849293,0.2215,-0.0183,-0.0514,-0.9736,0.107,0.201,0.964,-1.891,-3.839,-32.105,-3.35,5.29,205.47,0.339,0.34,1.0
1743178801.8499172,0.1785,-0.0037,-0.034,-0.9833,-0.003,0.066,1.021,-11.439,3.831,5.112,-1.12,3.76,200.54,0.263,0.228,1.0
1743178802.849909,0.2014,-0.0027,-0.0282,-0.9791,0.01,0.052,0.98,3.337,-0.531,-0.308,-0.96,3.11,203.22,0.254,0.209,1.0
1743178803.8496044,0.2051,-0.0107,-0.0534,-0.9772,0.039,0.075,1.006,-11.717,6.501,-0.465,-2.45,5.75,203.59,0.296,0.338,1.0
1743178804.8500152,0.2031,0.001,-0.0294,-0.9787,0.038,0.17,1.05,-4.184,6.35,-23.617,-0.58,3.32,203.42,0.231,0.211,1.0
1743178805.8498182,0.0895,-0.0009,-0.0767,-0.993,0.014,0.147,1.01,4.384,1.522,-6.103,-0.89,8.75,190.24,0.262,0.483,1.0
1743178806.849752,0.0275,-0.0043,-0.1222,-0.9921,0.02,0.263,0.973,23.038,-1.901,-12.359,-0.87,14.03,183.06,0.295,0.784,1.0
1743178807.8497844,0.0424,0.0385,0.1146,0.9918,0.099,0.231,0.968,-7.378,-10.175,-15.224,-3.83,13.37,174.66,-0.503,-0.68,-1.0
1743178808.8500042,0.0846,0.0622,0.0864,0.9907,0.075,0.304,0.901,11.07,-28.751,-33.181,-6.24,10.54,169.67,-0.64,-0.501,-1.0
1743178809.8492727,0.1058,0.0391,0.0867,0.9898,-0.064,0.178,0.73,-13.783,-19.023,-2.469,-3.38,10.38,167.49,-0.491,-0.471,-1.0
1743178810.849709,0.0768,0.025,0.0954,0.9922,0.019,0.197,1.045,-5.656,23.539,12.261,-2.0,11.14,170.95,-0.397,-0.548,-1.0
1743178811.850183,0.0536,0.0097,0.0784,0.9954,0.015,0.177,1.034,-11.123,7.474,4.498,-0.63,9.04,173.79,-0.318,-0.453,-1.0
1743178812.8494272,0.0904,-0.0234,-0.049,-0.9944,0.072,0.102,0.954,-12.07,-4.077,26.899,-3.17,5.36,190.25,0.4,0.306,1.0
1743178813.8498745,0.0996,-0.0277,-0.0683,-0.9923,0.079,0.126,0.996,-2.358,1.587,-0.533,-3.93,7.49,191.21,0.419,0.428,1.0
1743178814.8497505,0.1212,-0.0216,-0.0667,-0.9901,0.071,0.078,1.043,16.879,8.603,-1.215,-3.38,7.3,193.75,0.373,0.431,1.0
1743178815.8495538,0.1082,0.0139,-0.1038,-0.9886,-0.019,0.184,0.979,-3.3,-0.89,8.211,0.29,12.02,192.52,0.173,0.637,1.0
1743178816.8502367,0.0875,0.0024,-0.1385,-0.9865,0.033,0.271,0.968,-0.404,-1.981,-2.37,-1.12,15.89,189.98,0.244,0.85,1.0
1743178817.850413,0.0875,0.0024,-0.1385,-0.9865,0.033,0.271,0.968,-0.404,-1.981,-2.37,-1.12,15.89,189.98,0.244,0.85,1.0
1743178818.850016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1743178819.8494344,0.9574,0.0157,-0.0615,0.2817,-0.009,0.194,1.021,-11.831,5.581,43.415,-7.28,-0.26,32.81,-0.111,0.415,-1.0
1743178820.849837,0.9624,0.0984,-0.0017,0.2534,0.056,0.147,1.074,143.18,12.158,-30.364,-3.05,10.88,29.21,-0.49,0.15,-1.0
1743178821.8499095,0.9636,0.0092,0.0139,0.2669,0.051,0.007,1.093,-2.045,20.446,-1.948,1.26,1.44,30.98,-0.082,0.104,-1.0
1743178822.8496883,0.95,0.0705,-0.0695,0.2961,0.072,0.139,1.054,0.031,-18.716,-0.936,-10.01,5.41,34.15,-0.342,0.458,-1.0
1743178823.8497336,0.972,0.034,-0.0738,0.2204,0.333,-0.055,1.018,28.182,-11.166,-5.829,-9.11,1.95,25.39,-0.186,0.475,-0.884
1743178824.8496068,0.906,0.0469,-0.0624,0.4161,0.122,0.007,1.003,12.405,12.688,5.297,-8.75,1.92,49.19,-0.271,0.412,-1.0
1743178825.8497672,0.9013,-0.0406,-0.0439,0.429,0.038,-0.167,0.865,4.352,-15.628,17.607,-2.53,-6.37,51.04,0.088,0.352,-1.0
1743178826.8494937,0.8472,0.0903,-0.1329,0.5064,0.302,-0.08,1.084,6.879,-1.719,-9.596,-18.46,1.11,61.55,-0.477,0.715,-1.0
1743178827.8512933,0.9022,0.1017,-0.1093,0.4047,0.285,0.069,0.955,-9.982,-36.7,-14.341,-16.23,5.68,47.51,-0.497,0.634,-1.0
1743178828.8500035,0.8983,0.0477,-0.076,0.4301,0.15,0.029,0.961,-16.494,12.542,24.019,-10.23,1.19,51.06,-0.268,0.476,-1.0
1743178829.8501744,0.7733,-0.0748,0.0715,0.6255,-0.623,0.17,0.928,0.019,22.516,24.162,11.78,-1.54,77.78,0.211,-0.182,-1.0
1743178830.8493109,0.9533,-0.1172,0.1039,0.2584,0.066,0.064,0.574,-12.113,-39.061,4.978,14.98,-10.12,29.0,0.426,-0.23,-1.0
1743178831.8501403,0.8768,0.1256,0.1337,0.4445,0.047,0.007,0.527,80.273,-66.125,38.571,7.06,19.99,55.01,-0.643,-0.38,-1.0
1743178832.849897,0.7608,0.0469,-0.1979,0.6163,0.046,-0.101,1.802,-125.395,135.159,82.665,-21.04,-10.66,80.01,-0.246,0.985,-1.0
1743178833.8498845,0.7608,0.0469,-0.1979,0.6163,0.046,-0.101,1.802,-125.395,135.159,82.665,-21.04,-10.66,80.01,-0.246,0.985,-1.0
1743178834.8498766,0.7608,0.0469,-0.1979,0.6163,0.046,-0.101,1.802,-125.395,135.159,82.665,-21.04,-10.66,80.01,-0.246,0.985,-1.0
1743178835.8498535,0.7608,0.0469,-0.1979,0.6163,0.046,-0.101,1.802,-125.395,135.159,82.665,-21.04,-10.66,80.01,-0.246,0.985,-1.0
1743178836.8499181,0.7608,0.0469,-0.1979,0.6163,0.046,-0.101,1.802,-125.395,135.159,82.665,-21.04,-10.66,80.01,-0.246,0.985,-1.0
1743178837.8501291,0.7608,0.0469,-0.1979,0.6163,0.046,-0.101,1.802,-125.395,135.159,82.665,-21.04,-10.66,80.01,-0.246,0.985,-1.0
