timestamp,quaternion_w,quaternion_x,quaternion_y,quaternion_z,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orientation_pitch,orientation_roll,orientation_yaw,commands_rollCmd,commands_pitchCmd,commands_yawCmd
1743179293.84986,0.2184,-0.0597,0.0283,0.9736,-0.098,0.144,0.991,-20.538,-2.804,-70.974,7.39,1.68,154.82,0.096,-0.086,-1.0
1743179294.8492923,0.1962,-0.0335,0.059,0.9782,-0.081,0.123,0.989,-1.192,1.452,1.032,5.09,5.9,157.58,0.0,-0.283,-1.0
1743179295.8504267,0.1941,-0.0306,0.0602,0.9787,-0.101,0.117,0.992,2.139,-4.265,-1.129,4.78,6.1,157.82,0.0,-0.291,-1.0
1743179296.8493018,0.1941,-0.0306,0.0602,0.9787,0.0,0.117,0.992,2.139,-4.265,-1.129,4.78,6.1,157.82,0.0,-0.291,-1.0
1743179297.8496704,0.2981,0.5416,0.1213,0.7765,0.212,0.478,0.994,21.854,-15.548,16.872,-50.25,53.11,111.61,-1.0,-0.579,-1.0
1743179298.851682,0.3418,-0.0543,0.2013,-0.9164,0.013,-0.157,1.03,-5.77,-11.234,103.847,2.18,-23.97,220.45,0.473,-0.965,1.0
1743179299.8518896,0.2614,0.0232,0.3934,-0.8811,-0.019,-0.531,0.763,54.752,13.134,-3.69,14.27,-44.66,207.16,0.067,-1.0,1.0
1743179300.8549812,0.1731,0.1933,0.0813,-0.9623,-0.109,0.056,0.936,-117.299,-22.254,16.111,23.59,-5.61,199.22,-0.838,-0.488,1.0
1743179301.8510065,0.0001,0.1227,-0.0786,-0.9896,0.029,0.214,1.014,81.087,-3.422,-7.656,16.24,2.9,181.7,-0.6,0.169,1.0
1743179302.8534744,0.0274,0.0942,-0.018,-0.995,0.008,0.119,1.047,7.712,3.4,-22.539,10.75,2.4,183.38,-0.313,0.13,1.0
1743179303.8548284,0.0055,0.0993,0.0365,0.9944,0.392,0.004,1.176,-4.485,59.408,3.425,-11.36,4.31,178.94,-0.864,-0.226,-1.0
1743179304.8521833,0.737,-0.0464,0.1288,0.6618,-0.053,-0.006,0.74,8.673,20.765,-182.809,14.56,8.26,105.61,-0.093,-0.346,-1.0
1743179305.8539715,0.946,0.1412,-0.0675,0.2839,0.136,0.259,0.958,11.505,-23.922,3.153,-12.0,13.52,31.99,-0.634,0.37,-1.0
1743179306.8505483,0.941,0.1708,-0.1114,0.2702,0.22,0.247,0.952,-5.823,2.704,-0.266,-17.58,15.9,29.57,-0.745,0.624,-1.0
1743179307.8498857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1743179308.8493469,0.961,0.184,-0.2062,-0.0028,0.335,0.275,0.913,-3.615,1.763,1.413,-23.29,22.72,354.93,-0.745,1.0,0.0
1743179309.8497338,0.9788,0.0865,-0.1847,0.0179,0.331,0.126,0.912,-73.361,11.101,34.661,-21.39,10.06,0.19,-0.324,0.914,0.0
1743179310.850195,0.9755,-0.037,-0.0797,0.2018,0.085,-0.206,0.983,21.146,8.601,34.271,-8.08,-6.05,23.8,0.109,0.485,-0.821
1743179311.8494785,0.7673,0.1491,-0.184,0.596,0.429,0.029,1.007,-1.522,-26.527,-6.6,-27.38,0.61,75.53,-0.767,0.956,-1.0
1743179312.8499582,0.8344,0.0504,-0.0398,0.5474,0.094,0.075,0.997,11.999,20.287,-6.708,-6.99,2.34,66.39,-0.314,0.308,-1.0
1743179313.8501992,0.823,0.1073,-0.0568,0.5549,0.281,0.177,0.987,-17.075,5.543,-4.956,-12.27,6.67,67.26,-0.554,0.397,-1.0
1743179314.8500988,0.8537,0.055,-0.0307,0.5169,0.137,0.035,0.99,6.922,-0.851,-4.721,-6.28,3.59,62.2,-0.329,0.285,-1.0
1743179315.8504255,0.8537,0.055,-0.0307,0.5169,0.137,0.035,0.99,6.922,-0.851,-4.721,-6.28,3.59,62.2,-0.329,0.285,-1.0
1743179316.8515437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1743179317.8498752,0.6506,-0.2411,-0.3562,-0.6259,0.665,-0.123,1.089,28.967,45.268,-87.413,-49.93,11.85,266.68,1.0,1.0,1.0
1743179318.8517153,0.8183,0.0513,0.0677,-0.5685,-0.014,-0.016,0.946,-5.858,-9.147,6.218,9.74,0.41,290.46,-0.108,-0.147,1.0
1743179319.8502178,0.8167,0.0953,0.1501,-0.549,-0.002,0.232,0.967,12.239,-4.85,6.531,20.48,-0.56,292.07,-0.305,-0.485,1.0
1743179320.8495374,0.8782,-0.1054,0.1913,-0.4255,0.431,-0.105,1.126,8.939,147.047,9.966,14.26,-21.04,305.63,0.492,-0.699,1.0
1743179321.849742,0.9007,-0.1265,-0.0241,-0.415,0.479,0.029,1.021,11.081,-17.292,-0.315,-8.53,-12.13,311.43,0.598,0.279,1.0
1743179322.850073,0.9241,-0.0696,0.0047,-0.3758,0.249,0.062,0.91,5.16,81.186,18.07,-2.5,-7.61,315.91,0.34,0.114,1.0
1743179323.8497722,0.9294,-0.0113,-0.0274,-0.3679,0.01,0.066,1.005,-3.12,3.647,-1.643,-3.4,-0.05,316.81,0.112,0.281,1.0
1743179324.8496118,0.9425,0.0049,-0.0621,-0.3282,0.025,-0.025,1.013,100.871,10.767,-12.77,-6.53,2.89,321.43,0.0,0.436,1.0
1743179325.8500116,0.9501,-0.0035,-0.083,-0.3007,0.011,-0.048,0.938,3.404,-0.277,-5.023,-9.19,2.51,324.67,0.0,0.507,1.0
1743179326.8551319,0.9067,-0.038,-0.3252,-0.2661,0.575,0.05,0.998,2.816,-21.189,2.259,-37.58,7.55,324.71,0.207,1.0,1.0
1743179327.8495255,0.9703,0.0705,0.0226,-0.2305,-0.118,0.06,1.071,16.138,-60.248,6.576,4.38,7.28,333.55,-0.244,0.0,0.943
1743179328.8498726,0.9878,0.0164,0.0251,-0.1529,-0.088,-0.017,1.004,9.698,8.493,9.006,3.13,1.42,342.44,0.0,0.0,0.617
1743179329.849787,0.99,0.0142,0.0488,-0.1313,-0.077,0.04,0.962,-4.146,-6.467,10.283,5.76,0.88,344.93,0.0,0.0,0.529
1743179330.849768,0.9971,0.0382,0.0328,-0.0577,-0.003,0.098,0.933,-20.344,6.793,27.667,4.0,4.17,353.53,-0.137,0.0,0.237
1743179331.849769,0.9521,-0.0055,0.2232,0.209,-0.619,0.179,0.781,1.28,30.864,41.308,25.29,5.26,25.94,0.0,-0.756,-0.847
1743179332.8501437,0.9501,0.256,-0.1693,0.0549,0.102,0.042,-0.411,65.752,-33.791,24.17,-20.48,29.97,1.08,-1.0,0.878,-0.178
1743179333.8493133,0.8684,0.2099,0.4347,0.113,0.043,0.017,0.424,64.815,-45.877,10.515,45.04,40.92,32.42,-0.915,-1.0,-0.431
1743179334.8504524,0.9477,0.2755,0.1495,0.0599,0.119,0.032,0.461,-39.535,-156.42,10.432,14.5,33.91,11.68,-1.0,-0.346,-0.195
1743179335.8504467,0.9477,0.2755,0.1495,0.0599,0.119,0.032,0.461,-39.535,-156.42,10.432,14.5,33.91,11.68,-1.0,-0.346,-0.195
1743179336.8501117,0.9477,0.2755,0.1495,0.0599,0.119,0.032,0.461,-39.535,-156.42,10.432,14.5,33.91,11.68,-1.0,-0.346,-0.195
1743179337.8502843,0.9477,0.2755,0.1495,0.0599,0.119,0.032,0.461,-39.535,-156.42,10.432,14.5,33.91,11.68,-1.0,-0.346,-0.195
1743179338.8503609,0.9477,0.2755,0.1495,0.0599,0.119,0.032,0.461,-39.535,-156.42,10.432,14.5,33.91,11.68,-1.0,-0.346,-0.195
1743179339.8505306,0.9477,0.2755,0.1495,0.0599,0.119,0.032,0.461,-39.535,-156.42,10.432,14.5,33.91,11.68,-1.0,-0.346,-0.195
1743179340.850656,0.9477,0.2755,0.1495,0.0599,0.119,0.032,0.461,-39.535,-156.42,10.432,14.5,33.91,11.68,-1.0,-0.346,-0.195
1743179341.8503487,0.9477,0.2755,0.1495,0.0599,0.119,0.032,0.461,-39.535,-156.42,10.432,14.5,33.91,11.68,-1.0,-0.346,-0.195
1743179342.8505292,0.9477,0.2755,0.1495,0.0599,0.119,0.032,0.461,-39.535,-156.42,10.432,14.5,33.91,11.68,-1.0,-0.346,-0.195
1743179343.8506978,0.9477,0.2755,0.1495,0.0599,0.119,0.032,0.461,-39.535,-156.42,10.432,14.5,33.91,11.68,-1.0,-0.346,-0.195
1743179344.8545046,0.0562,0.0176,-0.0059,0.9982,-0.027,-0.033,0.948,94.02,-74.935,142.454,-2.05,-0.56,173.56,-0.416,0.0,-1.0
1743179345.8494966,0.7023,-0.1315,0.1565,-0.6819,0.076,-0.278,0.867,-121.745,4.087,-71.644,2.32,-23.48,271.21,0.753,-0.602,1.0
1743179346.850028,0.7255,0.0617,0.0807,-0.6807,-0.414,-0.004,0.678,-17.352,29.749,20.834,11.6,-1.19,273.53,-0.147,-0.234,1.0
1743179347.8502157,0.5844,0.0958,0.4252,-0.6845,-0.026,-0.066,0.833,36.413,46.718,-16.544,38.9,-37.17,247.43,-0.324,-1.0,1.0
1743179348.8501112,0.0408,-0.0903,-0.2617,-0.96,0.106,0.056,0.577,-19.656,-162.049,-13.518,-11.22,30.32,181.82,0.904,1.0,1.0
1743179349.850164,0.0408,-0.0903,-0.2617,-0.96,0.106,0.056,0.577,-19.656,-162.049,-13.518,-11.22,30.32,181.82,0.904,1.0,1.0
1743179350.8502262,0.0408,-0.0903,-0.2617,-0.96,0.106,0.056,0.577,-19.656,-162.049,-13.518,-11.22,30.32,181.82,0.904,1.0,1.0
1743179351.8497858,0.0408,-0.0903,-0.2617,-0.96,0.106,0.056,0.577,-19.656,-162.049,-13.518,-11.22,30.32,181.82,0.904,1.0,1.0
1743179352.8499491,0.0408,-0.0903,-0.2617,-0.96,0.106,0.056,0.577,-19.656,-162.049,-13.518,-11.22,30.32,181.82,0.904,1.0,1.0
1743179353.8535075,0.0651,0.0023,0.0499,0.9966,-0.119,-0.359,0.927,47.93,28.986,28.859,0.11,5.73,172.54,-0.266,-0.319,-1.0
1743179354.8497987,0.6127,0.0251,-0.0221,-0.7896,-0.048,0.203,0.826,17.324,-21.19,14.511,0.72,3.77,255.65,0.0,0.243,1.0
1743179355.8550906,0.8263,0.1101,0.0353,-0.5513,-0.168,0.129,0.877,1.524,-15.757,9.306,10.35,8.36,293.33,-0.363,0.0,1.0
1743179356.8528965,0.8739,0.1048,-0.004,-0.4747,-0.106,0.258,0.994,37.809,14.387,-75.959,5.3,10.82,303.48,-0.366,0.175,1.0
1743179357.8535845,0.6561,-0.086,0.0446,-0.7485,0.13,-0.169,0.944,-2.893,-6.402,0.858,-4.03,-10.38,262.84,0.54,0.0,1.0
1743179358.850031,0.5389,0.0153,-0.0113,-0.8421,-0.025,-0.124,1.009,3.965,-2.212,3.797,0.77,2.04,245.25,0.103,0.168,1.0
1743179359.8535802,0.5201,0.0174,-0.061,-0.8518,0.025,0.095,0.985,5.064,-3.787,-11.676,-1.93,7.01,242.7,0.095,0.406,1.0
1743179360.855545,0.5085,-0.0053,0.0344,-0.8603,0.022,-0.155,0.969,3.799,8.478,5.946,1.49,-3.7,241.12,0.203,0.0,1.0
1743179361.8527057,0.5971,-0.0503,0.0699,-0.818,-0.007,-0.256,1.178,-22.437,-5.246,49.988,3.12,-7.6,249.6,0.258,-0.205,1.0
1743179362.8507035,0.8028,-0.0104,0.0787,-0.5909,-0.099,-0.083,1.011,-2.049,-9.893,-3.705,6.55,-6.34,286.92,0.158,-0.182,1.0
1743179363.8495824,0.8868,0.0083,0.0336,-0.4609,0.35,0.171,1.162,47.787,14.44,-47.658,3.85,-0.94,305.04,0.0,0.0,1.0
1743179364.8495386,0.7918,0.1303,0.0298,-0.596,-0.249,0.259,1.079,6.434,9.979,1.549,11.68,10.04,287.09,-0.453,0.0,1.0
1743179365.8499682,0.8242,0.113,0.1058,-0.5447,-0.312,0.162,1.028,-2.996,3.435,1.426,17.3,4.27,293.72,-0.379,-0.297,1.0
1743179366.8501017,0.8748,0.0973,0.1519,-0.4496,-0.343,0.005,0.924,1.668,-6.712,-0.348,20.69,2.06,305.98,-0.323,-0.47,1.0
1743179367.8500414,0.8332,0.0344,-0.0745,-0.5469,0.106,0.15,1.077,6.778,-16.429,-17.66,-4.96,8.01,293.1,0.0,0.479,1.0
1743179368.8498783,0.8309,-0.0298,-0.1086,-0.545,0.062,0.055,0.957,34.731,-0.225,-34.039,-12.29,4.04,293.04,0.215,0.624,1.0
1743179369.8500335,0.8098,-0.0324,-0.0937,-0.5783,0.23,0.082,0.962,-1.205,2.077,-4.414,-10.91,3.26,288.63,0.247,0.552,1.0
1743179370.8502376,0.8035,-0.0099,-0.1066,-0.5856,0.183,0.16,0.963,-12.562,1.184,-3.057,-10.54,6.36,287.25,0.155,0.604,1.0
1743179371.8495042,0.8554,-0.0111,-0.0675,-0.5134,0.017,-0.03,1.001,-4.307,-2.62,-2.18,-7.28,2.91,297.87,0.143,0.439,1.0
1743179372.8497992,0.8838,0.0058,-0.1483,-0.4438,0.254,0.127,0.928,-5.177,-2.464,-9.913,-14.89,8.44,305.57,0.0,0.779,1.0
1743179373.8500042,0.8806,-0.0075,-0.1557,-0.4475,0.269,0.133,0.943,-9.723,-7.585,-3.399,-16.31,7.55,305.04,0.117,0.812,1.0
1743179374.849967,0.9204,-0.0287,-0.0841,-0.3807,0.179,0.097,1.047,3.207,49.358,12.435,-10.17,0.64,315.0,0.178,0.488,1.0
1743179375.8495998,0.9386,0.0144,-0.0471,-0.3416,0.081,0.141,0.966,-12.177,-13.826,8.259,-4.51,3.4,319.87,0.0,0.365,1.0
1743179376.8501604,0.9363,0.0132,-0.0376,-0.3489,0.162,0.021,1.004,12.29,8.681,21.255,-3.51,2.93,319.04,0.0,0.32,1.0
1743179377.8501577,0.9969,-0.0171,-0.0151,-0.0748,0.03,-0.049,1.062,8.593,-9.554,28.349,-1.87,-1.83,351.45,0.079,0.24,0.296
1743179378.8500063,1.0,-0.006,-0.0041,-0.0016,-0.007,-0.003,1.158,23.896,-7.051,5.698,-0.47,-0.69,359.82,0.0,0.194,0.0
1743179379.8497663,0.9942,-0.0282,0.1026,-0.0181,-0.204,-0.068,0.942,-0.523,-1.241,-9.265,11.71,-3.5,357.55,0.117,-0.236,0.0
1743179380.8495762,0.999,-0.0435,0.0111,-0.002,-0.036,-0.216,1.723,17.141,11.431,16.452,1.26,-4.99,359.72,0.169,0.123,0.0
1743179381.8497272,0.9998,-0.0007,0.0148,-0.0164,-0.022,-0.007,1.013,12.666,-15.988,-6.532,1.7,-0.11,358.12,0.0,0.124,0.0
1743179382.8498268,0.9995,-0.0263,0.0105,-0.0149,-0.006,-0.055,1.022,4.18,2.817,-0.794,1.16,-3.04,358.27,0.106,0.132,0.0
1743179383.8492925,0.9976,-0.0149,0.0068,-0.0674,0.044,-0.033,1.017,0.56,12.804,-11.208,0.66,-1.76,352.26,0.0,0.141,0.267
1743179384.8497205,0.9842,-0.0408,0.0666,-0.159,-0.11,-0.085,0.91,-4.657,-15.421,13.344,6.79,-5.86,341.3,0.193,-0.087,0.631
1743179385.8500237,0.9828,0.1047,-0.0631,-0.1381,0.304,0.172,1.51,-35.804,52.287,-22.335,-5.46,12.96,343.38,-0.386,0.398,0.574
1743179386.8495114,0.9869,0.0441,-0.1552,0.0067,0.278,-0.023,0.873,-2.138,-22.605,-50.227,-17.87,5.13,359.97,-0.179,0.808,0.0
1743179387.849906,0.9618,0.106,0.135,-0.2132,-0.13,0.112,1.006,-24.668,0.169,-19.798,17.75,8.84,336.39,-0.381,-0.376,0.88
1743179388.8501139,0.9591,0.0709,0.1552,-0.2258,-0.393,0.038,0.919,-10.686,4.072,-0.326,19.25,4.0,334.18,-0.243,-0.462,0.926
1743179389.8494651,0.9461,0.0792,0.2133,-0.2306,-0.464,0.03,0.861,1.749,12.537,23.932,26.11,3.29,333.37,-0.284,-0.703,0.95
1743179390.8496108,0.9297,0.0923,0.2175,-0.2827,-0.437,-0.005,0.856,6.809,-8.628,-20.544,27.16,3.14,326.93,-0.325,-0.718,1.0
1743179391.852315,0.9225,0.0964,0.1821,-0.3263,-0.396,0.063,0.897,-6.176,-5.43,-10.277,23.5,3.69,321.81,-0.333,-0.579,1.0
1743179392.8496733,0.9094,0.0705,0.1746,-0.3709,-0.382,-0.02,0.955,-1.553,-4.637,-4.057,21.71,-0.09,315.6,-0.221,-0.553,1.0
1743179393.849568,0.9098,-0.0283,0.0802,-0.4062,0.009,0.019,0.357,-25.88,-52.092,-14.812,7.06,-6.75,311.46,0.206,-0.146,1.0
1743179394.8497064,0.9206,-0.0303,0.0063,-0.3892,-0.078,-0.021,0.993,-0.604,0.178,0.101,-0.69,-3.48,314.19,0.194,0.138,1.0
1743179395.8497505,0.9269,-0.0177,0.0259,-0.3739,-0.079,-0.021,0.992,-0.153,0.138,0.066,1.99,-3.0,316.01,0.139,0.0,1.0
1743179396.8493943,0.9275,0.0441,0.1003,-0.3574,-0.339,0.104,1.159,22.409,50.556,-11.894,12.57,0.59,317.92,-0.131,-0.267,1.0
1743179397.8496408,0.9203,0.0722,-0.0064,-0.3845,0.036,0.086,0.932,32.124,-7.618,-2.833,2.51,7.93,314.83,-0.237,0.202,1.0
1743179398.8501813,0.9862,-0.0082,0.0323,0.1624,0.035,0.042,0.758,28.154,14.565,23.997,3.8,-0.33,18.7,0.0,0.0,-0.653
1743179399.8494012,0.9767,-0.0026,0.0404,0.2109,-0.025,-0.037,0.857,-1.195,-8.749,-8.513,4.59,0.69,24.39,0.0,0.0,-0.849
1743179400.8498766,0.9373,-0.0254,0.0579,0.3427,-0.211,-0.065,0.984,0.659,2.657,6.828,7.23,-0.46,40.14,0.0,0.0,-1.0
1743179401.8493743,0.9405,-0.0138,0.0518,0.3355,-0.116,0.018,1.043,-0.821,6.565,2.24,6.12,0.51,39.29,0.0,0.0,-1.0
1743179402.8499527,0.9717,0.0606,-0.0692,0.2175,0.059,0.022,0.586,44.275,-127.248,-20.374,-9.25,5.1,24.82,-0.308,0.51,-0.868
1743179403.849482,0.9806,0.0427,0.0175,0.1904,-0.068,0.042,0.995,-0.456,0.192,0.097,1.04,5.19,22.03,-0.205,0.101,-0.759
1743179404.850202,0.9775,0.0286,0.0317,0.2065,-0.068,0.041,0.996,-0.284,0.123,0.159,2.88,3.96,23.95,-0.151,0.0,-0.826
1743179405.8493552,0.9742,0.0367,0.1555,0.1591,-0.349,-0.023,1.544,18.839,-15.912,-8.827,16.94,7.27,19.64,-0.18,-0.446,-0.634
1743179406.849859,0.971,0.0283,-0.0023,0.2372,0.114,-0.091,1.05,13.272,-6.969,42.677,-1.02,3.09,27.43,-0.16,0.185,-0.953
1743179407.849347,0.9962,0.0382,0.0609,0.0491,0.12,0.064,0.998,-2.94,-3.141,1.653,6.76,4.74,5.92,-0.161,0.0,-0.19
1743179408.84939,0.9774,0.0806,-0.0018,-0.1956,-0.056,0.047,1.007,1.69,-28.62,-65.133,1.61,9.11,337.49,-0.288,0.191,0.802
1743179409.8495839,0.9862,0.0076,0.0112,-0.165,0.088,0.006,1.16,25.022,47.927,50.386,1.4,0.65,341.02,0.0,0.108,0.664
1743179410.850663,0.9908,0.1118,0.0175,0.0736,-0.043,0.137,0.93,10.034,4.686,10.888,1.04,12.96,8.62,-0.465,0.102,-0.276
1743179411.8514051,0.9812,0.1053,0.0274,0.1592,-0.061,0.153,0.894,-8.656,-13.097,-1.95,1.16,12.44,18.56,-0.449,0.0,-0.622
1743179412.8551552,0.9572,0.0149,0.0465,0.2853,-0.161,0.068,0.951,5.271,20.997,-5.966,4.62,3.17,33.25,-0.135,0.0,-1.0
1743179413.8530872,0.9769,0.0787,-0.0783,0.1828,0.167,0.076,0.964,22.658,0.299,7.372,-10.47,7.32,20.53,-0.357,0.485,-0.724
1743179414.8525298,0.9106,0.0827,-0.2651,0.306,0.721,0.012,0.99,0.126,22.252,-1.408,-32.23,1.06,37.43,-0.474,1.0,-1.0
1743179415.8507657,0.9115,0.0738,-0.2136,0.3437,-0.066,0.037,0.589,-19.739,-14.604,-6.28,-26.11,-0.78,41.5,-0.361,1.0,-1.0
1743179416.8503044,0.9385,0.0542,-0.2293,0.2526,0.446,-0.062,0.888,6.695,-6.876,9.262,-27.24,-0.91,30.35,-0.269,1.0,-1.0
1743179417.8497434,0.9271,0.0858,-0.1808,0.3169,0.405,0.049,0.93,4.359,5.146,3.281,-22.94,2.77,37.18,-0.41,0.906,-1.0
1743179418.8498788,0.9692,0.0131,-0.2306,0.0858,0.817,-0.106,0.839,-11.491,8.236,-64.647,-26.7,-0.91,10.33,0.0,1.0,-0.345
1743179419.8494225,0.9973,0.002,-0.0674,0.0299,0.183,-0.083,0.838,32.269,26.209,-4.451,-7.74,-0.0,3.43,0.0,0.432,-0.119
1743179420.8500834,0.9942,-0.0913,0.0016,0.0566,-0.045,-0.059,1.044,-141.013,-28.32,4.736,0.77,-10.45,6.45,0.403,0.186,-0.243
1743179421.8495982,0.9913,0.0711,0.0874,0.0681,-0.142,0.23,1.18,-11.186,105.143,-21.189,9.42,8.91,8.59,-0.29,-0.231,-0.26
1743179422.8498013,0.9987,-0.0061,-0.0312,0.0399,0.07,0.017,0.876,-13.154,43.591,12.066,-3.54,-0.85,4.6,0.0,0.277,-0.161
1743179423.8501492,0.9969,-0.014,-0.0235,0.0742,0.038,-0.047,1.009,-9.71,0.364,-0.559,-2.56,-1.8,8.55,0.0,0.268,-0.299
1743179424.8501754,0.9945,-0.0957,-0.0415,0.0092,0.139,-0.219,1.106,-2.127,25.314,-9.214,-4.64,-11.06,1.51,0.383,0.328,0.0
1743179425.849565,0.9994,-0.0174,-0.0026,0.0294,-0.035,-0.026,0.976,1.541,-2.415,1.413,-0.24,-2.01,3.38,0.0,0.186,-0.121
1743179426.8498726,0.9991,-0.0347,0.0199,-0.0102,-0.03,-0.066,0.948,5.405,-1.272,-8.699,2.23,-4.0,358.75,0.139,0.096,0.0
1743179427.8500535,0.9989,0.0435,0.0148,0.0047,-0.099,0.012,1.005,43.068,7.109,22.986,1.67,4.99,0.61,-0.189,0.111,0.0
1743179428.8500426,0.9846,0.0359,0.0207,0.1699,0.04,0.077,1.271,-30.568,15.449,25.667,1.63,4.46,19.65,-0.163,0.086,-0.676
1743179429.849952,0.6102,0.1372,-0.0067,0.7803,0.158,0.163,0.874,42.963,1.166,135.849,-12.84,9.27,102.9,-0.805,0.141,-1.0
1743179430.849587,0.4222,0.1054,0.0631,0.8982,0.053,0.14,1.177,-13.374,14.149,7.271,-7.82,11.78,128.84,-0.713,-0.22,-1.0
1743179431.8495946,0.4252,0.113,0.0556,0.8963,0.171,0.194,0.988,-2.328,-3.338,0.563,-8.93,11.42,128.35,-0.76,-0.184,-1.0
1743179432.8495731,0.427,0.1094,0.0695,0.8949,0.177,0.2,0.992,-6.369,-0.028,-1.312,-7.84,12.7,128.11,-0.739,-0.25,-1.0
