timestamp,quaternion_w,quaternion_x,quaternion_y,quaternion_z,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,orientation_pitch,orientation_roll,orientation_yaw,commands_rollCmd,commands_pitchCmd,commands_yawCmd
1743179117.8494875,0.8752,-0.092,-0.0881,-0.4667,0.16,0.045,1.308,2.051,32.335,15.266,-13.89,-4.66,304.43,0.464,0.512,1.0
1743179118.8499866,0.8669,-0.0368,-0.0653,-0.4929,-0.011,0.073,0.945,24.157,21.819,-16.978,-8.6,0.04,300.75,0.232,0.427,1.0
1743179119.8499062,0.8322,0.1509,0.2124,-0.4895,-0.611,0.168,0.663,0.474,-36.968,-2.985,30.08,2.86,299.84,-0.543,-0.729,1.0
1743179120.8493218,0.8468,-0.047,-0.1062,-0.519,0.315,0.103,1.216,1.219,15.095,12.445,-13.22,1.8,296.78,0.289,0.597,1.0
1743179121.8492866,0.7943,0.0015,-0.0418,-0.6061,-0.037,-0.052,0.935,-30.226,-49.604,12.412,-3.71,3.05,285.21,0.127,0.339,1.0
1743179122.8503182,0.7362,-0.0524,-0.2239,-0.6365,0.466,0.21,0.858,14.086,-8.991,-27.566,-23.35,13.08,275.6,0.349,1.0,1.0
1743179123.8499484,0.7362,-0.0524,-0.2239,-0.6365,0.466,0.21,0.858,14.086,-8.991,-27.566,-23.35,13.08,275.6,0.349,1.0,1.0
1743179124.849988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1743179125.849694,0.9334,0.2097,-0.2896,0.0314,0.662,0.421,1.039,-55.678,102.448,11.511,-33.63,26.62,355.68,-0.844,1.0,-0.092
1743179126.8492987,0.9994,0.0042,0.0096,0.0334,-0.066,-0.038,1.028,-7.812,4.751,2.887,1.08,0.52,3.83,0.0,0.132,-0.133
1743179127.8502378,0.9964,-0.0472,0.0132,0.0687,-0.024,-0.214,0.966,108.285,15.851,-3.505,1.87,-5.3,7.81,0.141,0.109,-0.283
1743179128.8497796,0.976,0.0074,0.187,0.1111,-0.282,0.046,0.923,-15.262,59.271,12.815,21.3,3.45,13.64,0.0,-0.609,-0.445
1743179129.8498561,0.9952,0.009,0.0451,0.086,-0.12,0.134,0.832,6.736,6.197,0.907,5.07,1.47,9.95,0.0,0.0,-0.343
1743179130.8499255,0.9948,0.0083,0.0349,0.0951,-0.03,0.054,1.024,-26.66,15.925,26.855,3.89,1.33,10.96,0.0,0.0,-0.379
1743179131.8497815,0.9914,-0.0208,0.0473,0.12,-0.076,-0.037,0.981,0.43,4.556,-4.234,5.67,-1.72,13.72,0.0,0.0,-0.484
1743179132.8497977,0.9569,-0.0419,0.1287,0.2569,-0.396,-0.017,1.006,1.348,24.335,39.982,15.54,-0.84,29.94,0.124,-0.366,-1.0
1743179133.8492877,0.89,-0.0746,0.4498,-0.0082,0.196,0.046,0.577,-51.811,-58.86,-76.395,53.07,-13.49,352.18,0.336,-1.0,0.0
1743179134.8494906,0.9683,0.0039,-0.2108,0.1336,0.058,-0.056,0.905,-37.04,62.38,30.107,-24.16,-3.06,16.37,0.0,0.991,-0.541
1743179135.8498912,0.9721,-0.0033,-0.1151,0.2043,0.095,-0.045,0.539,-59.858,-153.033,-3.01,-12.85,-3.15,24.09,0.0,0.725,-0.826
1743179136.8499107,0.8775,0.0091,-0.4356,0.2004,0.03,-0.046,0.67,13.464,-75.358,10.93,-50.19,-14.34,32.46,0.0,1.0,-0.839
1743179137.8499236,0.8775,0.0091,-0.4356,0.2004,0.03,-0.046,0.67,13.464,-75.358,10.93,-50.19,-14.34,32.46,0.0,1.0,-0.839
1743179138.850598,0.8775,0.0091,-0.4356,0.2004,0.03,-0.046,0.67,13.464,-75.358,10.93,-50.19,-14.34,32.46,0.0,1.0,-0.839
1743179139.8504128,0.8775,0.0091,-0.4356,0.2004,0.03,-0.046,0.67,13.464,-75.358,10.93,-50.19,-14.34,32.46,0.0,1.0,-0.839
